protocol,n,seed,originated,delivered,resolved,unresolved,unresolved_share,completion_rate,delivered_per_originated,stall_rate,delivered_per_slot_used,ceiling_utilisation,delivery_latency_mean,delivery_latency_p95,ack_latency_mean,first_hop_latency_mean,satellite,dropped_loop,dropped_ttl,blocked,stall_no_belief,belief_hops_mean,delivered_hops_mean,gossip_redundant_share,mpr_share
reactive,600,26,1188,289,823,365,0.30723905723905726,0.3511543134872418,0.24326599326599327,0.9203572079460544,0.16533180778032036,0.06035923141186299,43.19723183391003,125,48.503846153846155,28.70990566037736,523,11,0,8,20177,4.274492099322799,3.114186851211073,,
reactive,800,26,1589,468,1113,476,0.29955947136563876,0.42048517520215634,0.2945248584015104,0.8716245094610872,0.14164648910411623,0.07672131147540984,47.75854700854701,130,53.5546875,32.97442143727162,603,42,0,22,22353,4.824210526315789,3.4935897435897436,,
reactive,1200,26,2379,907,1722,657,0.27616645649432536,0.5267131242740999,0.3812526271542665,0.7610864040660736,0.12059566547001728,0.09283901080904029,50.025358324145536,135,57.13661971830986,29.396942242355607,677,138,0,99,23779,5.8257166441542845,3.970231532524807,,
reactive,1600,26,3179,1256,2342,837,0.263290342875118,0.5362937660119556,0.3950927964768795,0.7342601547388781,0.11427531616777363,0.12493037319964988,52.04936305732484,130,60.38011049723757,29.270164447924824,886,200,0,109,30084,6.1933413149247265,4.203821656050955,,
reactive,2000,26,3969,1718,2966,1003,0.2527084908037289,0.5792312879298719,0.4328546233308138,0.723015873015873,0.12306590257879656,0.1286852828379674,51.34051222351572,135,58.641350210970465,28.788753799392097,1049,199,0,15,36238,6.162526242127361,4.09371362048894,,
reactive,3000,26,5942,2440,4342,1600,0.26926960619320095,0.5619530170428374,0.41063614944463145,0.7202574871452683,0.11412001309573921,0.1347054147160145,52.406967213114754,135,59.621212121212125,27.74607383234754,1657,245,0,120,54696,6.434554164734972,4.177049180327868,,
reactive,100,27,200,0,120,80,0.4,0,0,1,0,0,0,0,0,0,120,0,0,0,4813,0,0,,
reactive,200,27,397,16,253,144,0.36272040302267,0.06324110671936758,0.04030226700251889,0.9971264367816092,0.5925925925925926,0.016666666666666666,16.3125,75,20.25,19.1,237,0,0,0,9369,1.4543080939947781,0.75,,
reactive,400,27,796,52,505,291,0.3655778894472362,0.10297029702970296,0.06532663316582915,0.9903781979977753,0.30057803468208094,0.03296146044624747,21.76923076923077,60,28.32,15.159090909090908,453,0,0,0,17807,2.632819582955576,2.25,,
reactive,600,27,1191,137,776,415,0.34844668345927793,0.17654639175257733,0.11502938706968933,0.9644666033554923,0.15256124721603564,0.056055646481178396,36.96350364963504,115,45.15447154471545,34.77625570776256,634,5,0,16,24309,4.33393665158371,3.167883211678832,,
reactive,800,27,1588,471,1098,490,0.30856423173803527,0.42896174863387976,0.2965994962216625,0.8420843908629442,0.11828227021597187,0.09587200781631657,55.044585987261144,135,61.583541147132166,31.245515695067265,572,55,0,43,21159,5.635926993275697,3.9044585987261144,,
reactive,1200,27,2387,810,1698,689,0.2886468370339338,0.47703180212014135,0.33933808127356513,0.7590328215500598,0.10301411674933232,0.15707415451442755,62.89382716049383,140,69.42649727767694,33.34349482852477,714,174,0,107,24587,6.421009437833402,4.223456790123457,,
reactive,1600,27,3179,1098,2243,936,0.2944322113872287,0.4895229603209987,0.3453916325888644,0.7596096713743773,0.10438254586937921,0.1659412404787813,61.75136612021858,140,67.78601398601398,32.84204180064309,961,184,0,146,32988,6.727727669479197,4.462659380692168,,
reactive,2000,27,3968,1480,2859,1109,0.2794858870967742,0.5176635187128367,0.37298387096774194,0.7321666096606241,0.10500177367860944,0.17408487814058532,55.69391891891892,135,63.69215291750503,29.867901234567903,1150,229,0,84,38316,6.769509054925411,4.389864864864865,,
reactive,3000,27,5943,2396,4315,1628,0.2739357226989736,0.5552723059096176,0.403163385495541,0.7036499073864317,0.10773865731372813,0.1863489298158288,54.806343906510854,135,63.127023661270236,27.204012713547876,1646,273,0,164,52475,6.605024004412299,4.276293823038397,,
reactive,100,28,199,6,124,75,0.3768844221105528,0.04838709677419355,0.03015075376884422,0.9982777179763186,0.75,0.009375,8.333333333333334,20,10,13.5,118,0,0,0,4637,1.0847457627118644,0.3333333333333333,,
reactive,200,28,397,18,252,145,0.36523929471032746,0.07142857142857142,0.04534005037783375,0.9971843188217457,0.6923076923076923,0.009881422924901184,11.777777777777779,85,14.11111111111111,19.428571428571427,234,0,0,0,9208,1.134438305709024,0.4444444444444444,,
reactive,400,28,794,43,510,284,0.35768261964735515,0.08431372549019608,0.05415617128463476,0.9933409748376181,0.3524590163934426,0.01823270013568521,23.13953488372093,75,28.926829268292682,22.21875,467,0,0,0,18190,2.0076849183477425,1.558139534883721,,
reactive,600,28,1192,130,772,420,0.3523489932885906,0.16839378238341968,0.10906040268456375,0.9766511266511266,0.21630615640599002,0.04133808191299924,33.13076923076923,100,39.596638655462186,25.76510067114094,641,1,0,3,25124,3.228420655861289,2.6538461538461537,,
reactive,800,28,1592,380,1085,507,0.3184673366834171,0.35023041474654376,0.23869346733668342,0.8752198124267292,0.11156782149148561,0.08237946583420049,56.48421052631579,145,59.96013289036545,37.80810488676996,662,43,0,32,23812,5.6973805855161785,3.9289473684210527,,
reactive,1200,28,2379,849,1746,633,0.266078184110971,0.48625429553264604,0.35687263556116017,0.754291586073501,0.1044280442804428,0.12264532532069802,58.082449941107186,140,61.69108280254777,32.045755237045206,727,170,0,65,24782,6.327417038927888,4.227326266195524,,
reactive,1600,28,3175,1161,2319,856,0.26960629921259843,0.500646830530401,0.36566929133858267,0.7438834906426104,0.10512495472654836,0.13267964893033463,58.720068906115415,140,64.71816037735849,31.392534381139487,968,190,0,67,31917,6.500226321149712,4.203273040482343,,
reactive,2000,28,3971,1436,2857,1114,0.2805338705615714,0.5026251312565628,0.3616217577436414,0.7159473582349526,0.09784015807045036,0.13311086392287727,59.91852367688022,140,66.30876494023904,28.96098003629764,1167,254,0,107,36664,6.605061667080539,4.3335654596100275,,
reactive,3000,28,5961,2227,4327,1634,0.27411508136218754,0.5146752946614283,0.373595034390203,0.7238442039708172,0.10376479358866834,0.12590456806874717,54.5446789402784,135,60.91959157626037,28.639415156507415,1821,278,1,162,55887,6.618059494756283,4.323304894476875,,
reactive,100,29,200,4,119,81,0.405,0.03361344537815126,0.02,0.9986888111888111,0.6666666666666666,0.012499999999999999,10.5,20,13,10.5,115,0,0,0,4570,1.2178217821782178,0.5,,
reactive,200,29,399,17,251,148,0.37092731829573933,0.06772908366533864,0.042606516290726815,0.9957856062243354,0.4358974358974359,0.023903262092238472,23.823529411764707,100,28.823529411764707,18.166666666666668,234,0,0,0,9215,1.684375,1.2941176470588236,,
reactive,400,29,795,91,520,275,0.34591194968553457,0.175,0.11446540880503145,0.9820276497695852,0.2916666666666667,0.03151842615683014,35.02197802197802,135,35.9390243902439,30.378048780487806,429,0,0,0,17048,2.3661556603773586,2.2747252747252746,,
reactive,600,29,1192,165,774,418,0.35067114093959734,0.2131782945736434,0.13842281879194632,0.958031779404035,0.15895953757225434,0.05314351971141458,39.21818181818182,130,44.11258278145695,28.18942731277533,601,8,0,0,23686,4.422260970648067,3.5272727272727273,,
reactive,800,29,1592,307,1036,556,0.3492462311557789,0.29633204633204635,0.19283919597989949,0.9164882954506846,0.12489829129373474,0.08043387130580591,54.846905537459286,135,62.605947955390334,31.553264604810998,710,19,0,65,26897,5.3296674175168945,3.8697068403908794,,
reactive,1200,29,2388,834,1696,692,0.2897822445561139,0.49174528301886794,0.3492462311557789,0.7824904351984696,0.11460766799505291,0.12722723944349526,57.10911270983213,135,65.13513513513513,29.818772136953957,707,155,0,88,26013,6.125718876860622,4.23021582733813,,
reactive,1600,29,3183,1252,2305,878,0.27584040213634936,0.5431670281995662,0.39333961671379203,0.7215480076752474,0.11204582065509218,0.1517355051386465,55.75079872204473,135,63.08386277001271,28.246348962336665,809,244,0,103,28661,6.360300054697471,4.273162939297125,,
reactive,2000,29,3979,1627,2883,1096,0.27544609198291026,0.5643426985778702,0.4088967077155064,0.711183341797867,0.11444045860589436,0.1363011862475705,51.835279655808236,130,60.16652649285113,27.55025812329183,1013,243,0,116,34794,6.394279759147754,4.153657037492317,,
reactive,3000,29,5949,2411,4295,1654,0.27802992099512525,0.5613504074505239,0.40527819801647336,0.7240114145943742,0.11488064039643589,0.13813769079158453,51.92866030692659,135,59.76398601398601,27.79793601651187,1643,241,0,116,54713,6.3738022022890535,4.171712982165077,,
reactive,100,30,199,0,125,74,0.37185929648241206,0,0,1,0,0,0,0,0,0,125,0,0,0,4821,0,0,,
reactive,200,30,397,4,253,144,0.36272040302267,0.015810276679841896,0.010075566750629723,0.9995822890559732,1,0.008488964346349746,24.5,85,24.5,0,249,0,0,0,9572,1,0,,
reactive,400,30,792,41,525,267,0.3371212121212121,0.07809523809523809,0.05176767676767677,0.9941941726696054,0.37962962962962965,0.04719152854511971,24.902439024390244,75,29.41025641025641,23.805555555555557,484,0,0,0,18494,2.1140350877192984,1.6829268292682926,,
reactive,600,30,1193,92,774,419,0.3512154233025985,0.11886304909560723,0.07711651299245599,0.9773041690035521,0.1515650741350906,0.08493353028064994,46.358695652173914,120,51.949367088607595,24.25619834710744,679,3,0,0,26123,4.811012599160056,4.108695652173913,,
reactive,800,30,1589,229,1064,525,0.3303964757709251,0.21522556390977443,0.14411579609817496,0.9360915217050619,0.11230995586071604,0.1218603661132397,58.633187772925766,135,64.88461538461539,36.90637450199203,817,18,0,78,29749,5.56294576214961,3.8427947598253276,,
reactive,1200,30,2385,829,1707,678,0.2842767295597484,0.4856473345049795,0.34758909853249476,0.7886229498472581,0.1163182264627473,0.14394360327823308,57.13872135102533,135,63.40975609756097,31.333333333333332,764,114,0,159,26330,5.87866802755805,4.1749095295536796,,
reactive,1600,30,3173,1199,2331,842,0.2653640088244564,0.5143715143715144,0.37787582729278285,0.7372714085277401,0.1085264301230992,0.1536864232977851,53.88073394495413,135,61.77426636568849,30.04699842022117,948,184,0,129,30708,6.32208922742111,4.242702251876564,,
reactive,2000,30,3965,1617,2960,1005,0.25346784363177804,0.5462837837837838,0.4078184110970996,0.7203204096278051,0.11213592233009709,0.1796666666666667,58.31725417439703,140,64.16156787762907,28.880461165048544,1110,233,0,186,36773,6.454283318677273,4.332096474953618,,
reactive,3000,30,5961,2265,4302,1659,0.27830900855561147,0.5264993026499303,0.37996980372420736,0.7127726984701729,0.10197649813155643,0.16859703447865182,56.77836644591611,135,64.15598149372109,28.48857994041708,1814,223,0,158,54761,6.677586206896552,4.329801324503311,,
reactive,100,31,199,13,134,65,0.32663316582914576,0.09701492537313433,0.06532663316582915,0.996498139636682,0.8125,0.008938393839383938,11.76923076923077,80,13.076923076923077,30.333333333333332,121,0,0,0,4553,1.0798004987531171,0.23076923076923078,,
reactive,200,31,397,30,260,137,0.345088161209068,0.11538461538461539,0.07556675062972293,0.9948163670453292,0.6382978723404256,0.0125250501002004,14.166666666666666,30,16.7,18.875,230,0,0,0,9020,1.2329842931937174,0.5333333333333333,,
reactive,400,31,791,166,542,249,0.3147914032869785,0.3062730627306273,0.20986093552465235,0.9519347230190603,0.22015915119363394,0.051875,38.1566265060241,100,46.18,24.48876404494382,375,1,0,0,14926,3.1828627708470125,2.9698795180722892,,
reactive,600,31,1189,317,841,348,0.2926829268292683,0.3769322235434007,0.26661059714045415,0.9261527377521613,0.19329268292682927,0.08003433649767724,40.305993690851736,130,44.97071129707113,26.712435233160623,522,2,0,3,20539,3.878782867537622,3.302839116719243,,
reactive,800,31,1589,474,1130,459,0.28886091881686593,0.4194690265486726,0.2983008181246067,0.8675933835520696,0.13900293255131965,0.09671890303623899,43.88607594936709,125,50.80779220779221,33.553899082568805,608,48,0,2,22248,5.124180751983443,3.476793248945148,,
reactive,1200,31,2383,1125,1823,560,0.23499790180444818,0.6171146461876028,0.47209399916072176,0.7005975755506232,0.12830748175182483,0.1274585334904378,51.309333333333335,130,58.63125763125763,27.441740031071983,564,134,0,20,20396,5.707577931394288,4.182222222222222,,
reactive,1600,31,3177,1518,2405,772,0.24299653761410137,0.6311850311850312,0.47780925401322,0.6838526763447352,0.12604832682886324,0.1366189070487436,52.492753623188406,130,59.795004306632215,26.711312902005297,707,180,0,46,25815,5.891429488796643,4.25098814229249,,
reactive,2000,31,3969,1819,2974,995,0.25069286974048877,0.6116341627437795,0.4583018392542202,0.6902108371106583,0.12208873078730116,0.13417620677446004,51.51401869158879,130,58.40530303030303,27.03063063063063,955,200,0,25,33033,6.09470216854241,4.166025288620121,,
reactive,3000,31,5958,2534,4338,1620,0.2719033232628399,0.5841401567542647,0.42531050688150385,0.6954606087554065,0.11211397221484824,0.14167822158608043,53.81807419100237,135,61.23262331838565,27.366199960560046,1564,240,0,83,51201,6.344123238921659,4.23164956590371,,
reactive,100,32,199,4,124,75,0.3768844221105528,0.03225806451612903,0.020100502512562814,0.9987384356602187,0.6666666666666666,0.012499999999999999,11.75,25,14.5,15.5,120,0,0,0,4750,1.22,0.5,,
reactive,200,32,397,11,245,152,0.38287153652392947,0.044897959183673466,0.027707808564231738,0.9980464510527458,0.6111111111111112,0.011458333333333334,10.090909090909092,25,13.181818181818182,10.6,234,0,0,0,9196,1.2525597269624573,0.6363636363636364,,
reactive,400,32,795,57,518,277,0.3484276729559748,0.11003861003861004,0.07169811320754717,0.9912860076594328,0.3630573248407643,0.02544642857142857,18.263157894736842,45,26.39622641509434,14.133333333333333,461,0,0,0,17860,2.026890756302521,1.719298245614035,,
reactive,600,32,1192,119,769,423,0.3548657718120805,0.15474642392717816,0.09983221476510067,0.9762288786482335,0.19224555735056542,0.043316831683168314,39.3109243697479,140,44.596330275229356,19.652482269503547,649,1,0,26,25388,3.5170575692963753,2.7142857142857144,,
reactive,800,32,1591,261,1068,523,0.3287240729101194,0.2443820224719101,0.16404776869893148,0.944983513895431,0.14897260273972604,0.07414772727272727,48.6551724137931,135,48.421875,34.43119266055046,789,18,0,32,30008,4.559305689488911,3.3946360153256707,,
reactive,1200,32,2385,881,1742,643,0.269601677148847,0.5057405281285878,0.36939203354297695,0.7569848750885624,0.11167448345797946,0.12871084618980833,53.022701475595916,135,59.87339743589744,32.72282608695652,713,148,0,80,24312,6.108808903623017,4.163450624290579,,
reactive,1600,32,3171,1264,2321,850,0.26805424156417534,0.5445928479103834,0.39861242510249134,0.7315284967676418,0.11661592397822677,0.14215024741340532,55.19620253164557,135,64.25621621621622,28.926071569012976,873,184,0,130,29240,6.197227670982085,4.0609177215189876,,
reactive,2000,32,3970,1680,2937,1033,0.26020151133501257,0.5720122574055159,0.42317380352644834,0.7081247361119489,0.11572638974994834,0.14336428181321684,52.62202380952381,130,60.72164948453608,27.793895436687823,1031,226,0,111,34929,6.257226677097594,4.172023809523809,,
reactive,3000,32,5959,2431,4366,1593,0.26732673267326734,0.5568025652771416,0.40795435475750963,0.7131946378137555,0.11239019879796579,0.14696991681176244,52.44014808720691,135,59.70549970431697,27.568982679673503,1712,223,0,177,53238,6.412885343768028,4.204853969559852,,
reactive,100,33,198,4,123,75,0.3787878787878788,0.032520325203252036,0.020202020202020204,0.998911860718172,0.8,0.009398496240601503,15.5,45,17,9,119,0,0,0,4590,1.1043478260869566,0.25,,
reactive,200,33,394,6,249,145,0.3680203045685279,0.024096385542168676,0.015228426395939087,0.9991312846128787,0.75,0.009375,8.5,20,10.333333333333334,11,243,0,0,0,9201,1.1022727272727273,0.3333333333333333,,
reactive,400,33,791,88,526,265,0.3350189633375474,0.16730038022813687,0.11125158027812895,0.9824715162138475,0.29333333333333333,0.034374999999999996,23.852272727272727,80,34.04705882352941,16.16883116883117,437,1,0,0,16814,2.609518658734451,2.3863636363636362,,
reactive,600,33,1188,278,822,366,0.30808080808080807,0.3381995133819951,0.234006734006734,0.9314109991977895,0.1806367771280052,0.06077299755159146,44.4136690647482,125,52.1501976284585,25.089820359281436,540,4,0,0,20894,4.02390158172232,3.449640287769784,,
reactive,800,33,1586,561,1156,430,0.27112232030264816,0.4852941176470588,0.3537200504413619,0.8533982928007731,0.1540785498489426,0.09036726804123713,42.83422459893048,120,50.907865168539324,27.51345029239766,556,39,0,37,21130,4.736846307385229,3.6167557932263814,,
reactive,1200,33,2376,1026,1769,607,0.25547138047138046,0.5799886941775014,0.4318181818181818,0.7290659572397236,0.1228595377799066,0.1224343675417661,56.136452241715396,135,62.838134430727024,29.22239830956154,573,170,0,52,22308,5.977708823739211,4.314814814814815,,
reactive,1600,33,3173,1330,2319,854,0.2691459186889379,0.5735230702889177,0.41916167664670656,0.7130130206350416,0.11762624922614309,0.13996464051187069,53.05187969924812,135,59.96195652173913,28.035398230088497,807,182,0,99,27821,6.362688531227857,4.285714285714286,,
reactive,2000,33,3969,1652,2911,1058,0.26656588561350464,0.5675025764342151,0.41622574955908287,0.7084348108459165,0.1149937352081303,0.13800708414088084,54.22094430992736,135,62.03398926654741,27.77334955886827,1030,229,0,44,34656,6.398659052371022,4.272397094430993,,
reactive,3000,33,5942,2430,4321,1621,0.2728037697744867,0.5623698218005091,0.4089532144059239,0.7192302149791048,0.11338185890257559,0.1485620659297662,54.71893004115226,140,62.163593099345626,28.207425343018564,1664,226,1,98,54537,6.426544197327003,4.237037037037037,,
reactive,100,34,198,0,122,76,0.3838383838383838,0,0,1,0,0,0,0,0,0,122,0,0,0,4638,0,0,,
reactive,200,34,396,0,243,153,0.38636363636363635,0,0,1,0,0,0,0,0,0,243,0,0,0,9433,0,0,,
reactive,400,34,790,37,511,279,0.3531645569620253,0.07240704500978473,0.04683544303797468,0.9950595597518801,0.4111111111111111,0.030915775401069517,36.91891891891892,135,37.371428571428574,22.275862068965516,474,0,0,0,18117,2.001364256480218,1.5675675675675675,,
reactive,600,34,1183,203,797,386,0.32628909551986474,0.2547051442910916,0.17159763313609466,0.9602506120078005,0.21189979123173278,0.0799968474148802,43.80788177339902,125,51.87428571428571,29.872427983539094,591,3,0,14,23114,3.4863297431648714,3.0344827586206895,,
reactive,800,34,1584,393,1082,502,0.31691919191919193,0.3632162661737523,0.2481060606060606,0.8889910619045868,0.13021868787276342,0.11034366576819407,60.50381679389313,140,64.39041095890411,34.65803814713897,656,33,0,66,24045,5.261510327022375,3.8066157760814248,,
reactive,1200,34,2367,884,1717,650,0.2746092099704267,0.5148514851485149,0.37346852555978033,0.7839144972534033,0.12213318596297319,0.1461833575869824,58.13461538461539,135,66.44403669724771,30.968641114982578,714,119,0,152,26013,5.8647635889015195,4.230769230769231,,
reactive,1600,34,3163,1361,2356,807,0.2551375276636105,0.5776740237691002,0.4302877015491622,0.7169485155956408,0.12046379890246062,0.13848188848188847,55.518001469507716,135,61.337899543378995,28.462369741412584,824,171,0,88,28364,6.061348774522038,4.2461425422483465,,
reactive,2000,34,3959,1809,2990,969,0.24475877746905783,0.6050167224080267,0.4569335690831018,0.6790792860458248,0.11892709223588192,0.12208454810495628,54.718076285240464,135,64.15338793745346,26.066666666666666,947,234,0,112,31918,5.986287686160552,4.310668877833057,,
reactive,3000,34,5946,2478,4357,1589,0.267238479650185,0.5687399586871701,0.4167507568113017,0.7117967091295117,0.11409365072056725,0.1266715740399951,53.720338983050844,135,60.10852272727273,27.433238636363637,1658,220,1,104,53330,6.368134384709654,4.169895076674738,,
reactive-tower,100,0,196,16,124,72,0.3673469387755102,0.12903225806451613,0.08163265306122448,0.9936450295052202,0.5714285714285714,0.016666666666666666,11.1875,35,14.375,11.5,108,0,0,0,4378,1.3333333333333333,0.75,,
reactive-tower,200,0,394,24,255,139,0.35279187817258884,0.09411764705882353,0.06091370558375635,0.9951939197496368,0.5581395348837209,0.018726591760299626,11.125,25,14.454545454545455,11,231,0,0,0,8904,1.4074803149606299,0.7916666666666666,,
reactive-tower,400,0,788,100,515,273,0.3464467005076142,0.1941747572815534,0.12690355329949238,0.981231636385441,0.3194888178913738,0.042172739541160596,24.14,65,30.208333333333332,17.730337078651687,415,0,0,0,16361,2.7496490407112777,2.08,,
reactive-tower,600,0,1189,353,837,352,0.2960470984020185,0.4217443249701314,0.2968881412952061,0.9176715373339008,0.20275703618609994,0.08436902485659656,35.342776203966004,100,44.5125,25.415584415584416,477,7,0,0,19382,4.291960165168812,3.26628895184136,,
reactive-tower,800,0,1582,711,1182,400,0.2528445006321112,0.6015228426395939,0.44943109987357777,0.8412751258895501,0.18641845831148401,0.10660309463835912,42.50070323488045,120,52.96610169491525,26.43308080808081,455,16,0,0,20171,4.87077033837293,3.8452883263009845,,
reactive-tower,1200,0,2378,1257,1849,529,0.22245584524810766,0.6798269334775554,0.5285954583683767,0.7657260347447779,0.15988298142966167,0.13442125074856703,47.47732696897375,125,58.67359667359668,30.330019880715707,562,30,0,5,25603,5.339852882477048,4.337311058074781,,
reactive-tower,1600,0,3165,1613,2416,749,0.23665086887835704,0.6676324503311258,0.5096366508688783,0.7586615729152945,0.14674308588064047,0.12313729082692071,47.6478611283323,130,55.54619787408013,30.646123260437374,766,36,1,20,34372,5.555894721113412,4.5536267823930565,,
reactive-tower,2000,0,3960,2025,3008,952,0.2404040404040404,0.6732047872340425,0.5113636363636364,0.762018681067389,0.1496784684751275,0.13667656587473004,47.809382716049384,130,56.92749836708034,30.05127186009539,940,43,0,7,43072,5.5734973392654625,4.506172839506172,,
reactive-tower,3000,0,5953,2671,4438,1515,0.25449353267260205,0.6018476791347454,0.44868133714093733,0.8069699882285604,0.14943493342284883,0.13683962457477766,48.649569449644325,130,58.0055,30.076716417910447,1725,35,7,12,74372,5.586293520178154,4.435791838262823,,
reactive-tower,100,1,195,10,132,63,0.3230769230769231,0.07575757575757576,0.05128205128205128,0.9976055724858511,0.9090909090909091,0.006446621970087674,5.4,15,5.8,12,122,0,0,0,4583,1.0287769784172662,0.1,,
reactive-tower,200,1,392,18,256,136,0.3469387755102041,0.0703125,0.04591836734693878,0.997491547606064,0.782608695652174,0.008311784263021796,13.11111111111111,70,14.5,10.4,238,0,0,0,9146,1.0904761904761904,0.2777777777777778,,
reactive-tower,400,1,790,72,510,280,0.35443037974683544,0.1411764705882353,0.09113924050632911,0.9896783759124088,0.39779005524861877,0.01827782290820471,19.38888888888889,55,26.10144927536232,16.959183673469386,438,0,0,0,17355,1.9226890756302522,1.5555555555555556,,
reactive-tower,600,1,1189,304,827,362,0.30445752733389403,0.3675937122128174,0.255677039529016,0.9353270223752151,0.20226214238190285,0.06381192275398824,41.44078947368421,120,48.61254612546126,29.885714285714286,521,2,0,0,21728,4.181925808997632,3.5098684210526314,,
reactive-tower,800,1,1593,459,1111,482,0.30257376020087884,0.41314131413141314,0.288135593220339,0.8964915225784791,0.148880960103795,0.085903578379997,48.766884531590414,135,57.76231884057971,34.71678321678322,649,3,0,4,26642,5.279306747974003,4.485838779956427,,
reactive-tower,1200,1,2384,1118,1793,591,0.24790268456375839,0.6235359732292247,0.46895973154362414,0.7940935416894328,0.14833488125248773,0.12407884222676019,49.74776386404293,135,58.00119189511323,32.29050678087081,650,25,0,5,28964,5.464543716997635,4.564400715563506,,
reactive-tower,1600,1,3176,1457,2378,798,0.2512594458438287,0.6126997476871321,0.4587531486146096,0.8049267100977199,0.15205593821749114,0.12800463874051168,48.56417295813315,130,58.96136154553818,30.519823788546255,890,30,1,9,39330,5.451874844797616,4.450240219629375,,
reactive-tower,2000,1,3975,1707,2925,1050,0.2641509433962264,0.5835897435897436,0.4294339622641509,0.8059147093225429,0.1390178353286098,0.12757084778189645,51.09666080843585,130,60.39921568627451,32.84591474245116,1167,50,1,11,50695,5.657411221883497,4.650263620386643,,
reactive-tower,3000,1,5947,2566,4431,1516,0.254918446275433,0.5791017828932521,0.43147805616277113,0.8132188410793193,0.14351230425055927,0.1397908040967531,51.24084177708496,135,61.39590980597798,33.47529200359389,1820,44,1,29,77517,5.664008980484716,4.567809820732657,,
reactive-tower,100,2,200,6,123,77,0.385,0.04878048780487805,0.03,0.998673446827327,1,0.00625,5,10,5,0,117,0,0,0,4517,1,0,,
reactive-tower,200,2,397,34,254,143,0.3602015113350126,0.13385826771653545,0.08564231738035265,0.990792956611808,0.425,0.02125,21.852941176470587,45,27.272727272727273,22.083333333333332,220,0,0,0,8609,1.818918918918919,1.411764705882353,,
reactive-tower,400,2,795,139,529,266,0.33459119496855344,0.2627599243856333,0.17484276729559747,0.9684698802733028,0.27634194831013914,0.04873772791023843,30.798561151079138,110,38.98412698412698,22.16030534351145,390,0,0,0,15444,3.0681281618887013,2.4892086330935252,,
reactive-tower,600,2,1191,274,818,373,0.3131821998320739,0.33496332518337407,0.23005877413937867,0.9492343468913167,0.23681936041486604,0.06586538461538462,35.175182481751825,100,44.842911877394634,25.366197183098592,544,0,0,12,21610,3.457531914893617,2.7664233576642334,,
reactive-tower,800,2,1586,552,1131,455,0.28688524590163933,0.4880636604774536,0.3480453972257251,0.8899052358128133,0.18344965104685942,0.09583333333333333,45.45652173913044,125,53.303983228511534,32.90620031796502,576,2,1,13,24258,4.577390659747961,3.5905797101449277,,
reactive-tower,1200,2,2380,911,1723,657,0.27605042016806725,0.5287289611143354,0.38277310924369745,0.8392857142857143,0.14755425979915776,0.11540995236647408,49.6410537870472,130,58.68233618233618,33.21104699093157,777,35,0,85,32063,5.353433704155037,4.083424807903403,,
reactive-tower,1600,2,3169,1291,2326,843,0.26601451562006945,0.555030094582975,0.4073840328179236,0.8128077851242912,0.1353107640708521,0.1480640425727131,51.36638264910922,135,59.607226107226104,34.274157303370785,982,51,2,57,41201,5.83299521220482,4.608055770720372,,
reactive-tower,2000,2,3965,1698,2946,1019,0.2569987389659521,0.5763747454175153,0.4282471626733922,0.8069483144619647,0.14166527615551477,0.14479159560679447,50.58421672555948,130,58.717605004468275,32.13115487914055,1197,50,1,28,49848,5.7841708699171805,4.648409893992933,,
reactive-tower,3000,2,5957,2541,4388,1569,0.2633876112136982,0.5790793072014585,0.42655699177438305,0.8145190293850092,0.14491017964071856,0.13877965657360072,49.66469893742621,130,58.69639978506179,32.09808102345416,1804,42,1,33,76622,5.6589962931280295,4.512790240062968,,
reactive-tower,100,3,197,6,124,73,0.37055837563451777,0.04838709677419355,0.030456852791878174,0.9982873046456862,0.75,0.009375,17.666666666666668,75,19.166666666666668,39.5,118,0,0,0,4663,1.1284916201117319,0.3333333333333333,,
reactive-tower,200,3,398,6,246,152,0.38190954773869346,0.024390243902439025,0.01507537688442211,0.9991493886230728,0.75,0.009375,8.666666666666666,20,10.333333333333334,11.5,240,0,0,0,9397,1.125,0.3333333333333333,,
reactive-tower,400,3,790,60,505,285,0.36075949367088606,0.1188118811881188,0.0759493670886076,0.9891176963000168,0.3076923076923077,0.026529890343119915,25.85,85,33.517857142857146,20.4468085106383,445,0,0,0,17713,2.5402877697841726,2.3,,
reactive-tower,600,3,1189,140,777,412,0.34650967199327165,0.18018018018018017,0.11774600504625736,0.9700867947923124,0.18134715025906736,0.04375,37.864285714285714,110,46.28099173553719,27.23841059602649,637,0,0,0,25029,4.803753351206434,3.65,,
reactive-tower,800,3,1586,341,1082,504,0.31778058007566207,0.31515711645101663,0.2150063051702396,0.9458843908385193,0.2021339656194428,0.06538579536738763,38.28152492668622,120,44.9448051948052,27.236702127659573,738,3,0,2,29453,4.294170303233748,3.2991202346041058,,
reactive-tower,1200,3,2372,1011,1752,620,0.26138279932546377,0.577054794520548,0.42622259696458686,0.8202945728160521,0.15011135857461025,0.12085206082050302,48.705242334322456,125,58.415189873417724,32.7515479876161,719,22,0,29,30642,5.380525056306307,4.36597428288823,,
reactive-tower,1600,3,3170,1280,2321,849,0.2678233438485804,0.5514864282636794,0.4037854889589905,0.8221318367586382,0.14072119613016712,0.14020329477742727,49.975,135,57.48679678530425,32.346335697399525,1011,29,1,19,41822,5.617511520737327,4.5546875,,
