wind,seed,protocol,nBalloons,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,resolved,completionRate,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,stallNoBelief,stallStaleNextHop,beliefHopsMean,deliveredHopsMean
1978-06-09T12:00:00,15,dv-dtn-link-state,1200,400,6.2458,97.67,28.75,2387,814,1758,0.4630,943,539,202,1,0,12,37496,0,3.262,2.634
1978-06-09T12:00:00,5,spray-4,1200,400,6.5217,98.75,0.00,2384,194,1536,0.1263,1342,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,15,spray-4,1200,400,6.2458,97.67,0.00,2378,148,1526,0.0970,1378,NaN,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,5,spray-16,1200,400,6.5217,98.75,0.00,2335,416,1580,0.2633,1164,NaN,NaN,NaN,NaN,9414,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,15,spray-16,1200,400,6.2458,97.67,0.00,2338,311,1555,0.2000,1244,NaN,NaN,NaN,NaN,8813,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,6,dv-dtn,1200,400,6.0808,96.92,98.50,2381,1384,1869,0.7405,345,569,708,139,1,1380,1020,199,7.068,4.837
1978-06-09T12:00:00,16,dv-dtn,1200,400,6.2125,96.08,96.58,2384,1434,1879,0.7632,359,578,773,86,0,1627,1512,201,6.855,4.471
1978-06-09T12:00:00,6,dv-dtn-digest-batch,1200,400,6.0808,96.92,98.50,2382,2105,2215,0.9503,18,1869,0,86,6,315,1020,160,7.068,6.086
1978-06-09T12:00:00,16,dv-dtn-digest-batch,1200,400,6.2125,96.08,96.58,2386,2070,2181,0.9491,35,1899,0,70,6,276,1512,174,6.855,5.736
1978-06-09T12:00:00,6,dv-dtn-reactive,1200,400,6.0808,96.92,22.25,2385,951,1785,0.5328,677,489,388,157,0,81,22324,417,5.751,4.129
1978-06-09T12:00:00,16,dv-dtn-reactive,1200,400,6.2125,96.08,33.08,2383,988,1754,0.5633,626,515,413,140,0,62,22395,354,5.698,4.310
1978-06-09T12:00:00,6,dv-dtn-link-state,1200,400,6.0808,96.92,30.83,2385,869,1783,0.4874,905,590,221,9,0,3,36458,0,3.174,2.542
1978-06-09T12:00:00,16,dv-dtn-link-state,1200,400,6.2125,96.08,29.83,2383,928,1784,0.5202,855,630,254,1,0,11,35161,0,3.221,2.648
1978-06-09T12:00:00,6,spray-4,1200,400,6.0808,96.92,0.00,2383,177,1546,0.1145,1369,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,16,spray-4,1200,400,6.2125,96.08,0.00,2386,144,1553,0.0927,1409,NaN,NaN,NaN,NaN,26,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,6,spray-16,1200,400,6.0808,96.92,0.00,2353,345,1572,0.2195,1227,NaN,NaN,NaN,NaN,9005,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,16,spray-16,1200,400,6.2125,96.08,0.00,2346,323,1576,0.2049,1253,NaN,NaN,NaN,NaN,8733,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,7,dv-dtn,1200,400,5.8600,99.33,99.50,2385,1276,1908,0.6688,441,501,682,189,2,1032,649,179,8.375,4.975
1978-06-09T12:00:00,17,dv-dtn,1200,400,6.2933,97.42,97.92,2384,1160,1792,0.6473,480,368,728,152,0,1922,988,187,7.629,4.881
1978-06-09T12:00:00,7,dv-dtn-digest-batch,1200,400,5.8600,99.33,99.50,2385,1973,2143,0.9207,25,1568,0,117,28,1285,635,146,8.375,7.284
1978-06-09T12:00:00,17,dv-dtn-digest-batch,1200,400,6.2933,97.42,97.92,2385,1823,1998,0.9124,82,1597,0,87,6,4224,988,152,7.629,6.532
1978-06-09T12:00:00,7,dv-dtn-reactive,1200,400,5.8600,99.33,34.83,2385,794,1752,0.4532,795,457,262,163,0,74,27362,323,5.809,4.220
1978-06-09T12:00:00,17,dv-dtn-reactive,1200,400,6.2933,97.42,30.25,2388,792,1691,0.4684,776,372,370,123,0,126,25424,383,5.888,3.915
1978-06-09T12:00:00,7,dv-dtn-link-state,1200,400,5.8600,99.33,29.67,2385,783,1769,0.4426,976,568,161,10,0,0,38706,0,3.168,2.603
1978-06-09T12:00:00,17,dv-dtn-link-state,1200,400,6.2933,97.42,23.83,2388,769,1694,0.4540,920,444,288,5,0,1,38468,0,3.318,2.694
1978-06-09T12:00:00,7,spray-4,1200,400,5.8600,99.33,0.00,2381,158,1541,0.1025,1383,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,17,spray-4,1200,400,6.2933,97.42,0.00,2386,109,1507,0.0723,1398,NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,7,spray-16,1200,400,5.8600,99.33,0.00,2343,318,1562,0.2036,1244,NaN,NaN,NaN,NaN,8406,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,17,spray-16,1200,400,6.2933,97.42,0.00,2351,267,1526,0.1750,1259,NaN,NaN,NaN,NaN,10218,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,8,dv-dtn,1200,400,6.2533,99.58,99.50,2380,1238,1780,0.6955,393,435,727,146,3,1337,658,202,7.912,5.089
1978-06-09T12:00:00,18,dv-dtn,1200,400,5.9883,96.67,97.67,2391,1211,1768,0.6850,442,463,669,115,0,1978,1296,225,7.648,4.932
1978-06-09T12:00:00,8,dv-dtn-digest-batch,1200,400,6.2533,99.58,99.50,2380,1834,2007,0.9138,54,1550,0,114,5,2394,658,174,7.912,6.684
1978-06-09T12:00:00,18,dv-dtn-digest-batch,1200,400,5.9883,96.67,97.67,2391,1858,2064,0.9002,114,1613,0,91,1,3476,1296,209,7.648,6.393
1978-06-09T12:00:00,8,dv-dtn-reactive,1200,400,6.2533,99.58,21.50,2382,762,1646,0.4629,762,424,303,122,0,109,26285,312,5.731,4.154
1978-06-09T12:00:00,18,dv-dtn-reactive,1200,400,5.9883,96.67,24.75,2387,766,1699,0.4509,830,469,249,103,0,155,27456,281,5.616,3.911
1978-06-09T12:00:00,8,dv-dtn-link-state,1200,400,6.2533,99.58,22.17,2382,763,1686,0.4526,920,468,251,3,0,2,37208,0,3.176,2.566
1978-06-09T12:00:00,18,dv-dtn-link-state,1200,400,5.9883,96.67,25.42,2387,743,1718,0.4325,974,528,175,1,0,43,39287,0,3.202,2.603
1978-06-09T12:00:00,8,spray-4,1200,400,6.2533,99.58,0.00,2385,116,1474,0.0787,1358,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,18,spray-4,1200,400,5.9883,96.67,0.00,2387,135,1514,0.0892,1379,NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,8,spray-16,1200,400,6.2533,99.58,0.00,2312,283,1497,0.1890,1214,NaN,NaN,NaN,NaN,9707,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,18,spray-16,1200,400,5.9883,96.67,0.00,2356,298,1550,0.1923,1252,NaN,NaN,NaN,NaN,8787,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,9,dv-dtn,1200,400,6.3875,98.58,99.08,2379,1369,1878,0.7290,373,694,595,136,0,1203,653,188,7.142,4.381
1978-06-09T12:00:00,19,dv-dtn,1200,400,5.9975,98.42,98.67,2370,1029,1796,0.5729,582,399,545,182,3,2066,844,235,8.517,5.092
1978-06-09T12:00:00,9,dv-dtn-digest-batch,1200,400,6.3875,98.58,99.08,2381,2014,2143,0.9398,44,1786,0,77,8,1535,653,156,7.142,6.000
1978-06-09T12:00:00,19,dv-dtn-digest-batch,1200,400,5.9975,98.42,98.67,2370,1887,2085,0.9050,87,1527,0,93,18,2718,844,188,8.517,7.280
1978-06-09T12:00:00,9,dv-dtn-reactive,1200,400,6.3875,98.58,32.42,2375,952,1749,0.5443,678,556,324,119,0,118,23443,418,5.214,3.792
1978-06-09T12:00:00,19,dv-dtn-reactive,1200,400,5.9975,98.42,18.50,2379,675,1674,0.4032,910,402,222,89,0,70,29168,320,5.990,3.987
1978-06-09T12:00:00,9,dv-dtn-link-state,1200,400,6.3875,98.58,34.75,2375,1027,1808,0.5680,775,709,258,6,0,7,32278,0,3.129,2.462
1978-06-09T12:00:00,19,dv-dtn-link-state,1200,400,5.9975,98.42,24.92,2379,671,1719,0.3903,1047,462,158,1,0,0,41345,0,3.265,2.678
1978-06-09T12:00:00,9,spray-4,1200,400,6.3875,98.58,0.00,2376,189,1528,0.1237,1339,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,19,spray-4,1200,400,5.9975,98.42,0.00,2378,117,1511,0.0774,1394,NaN,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,19,spray-16,1200,400,5.9975,98.42,0.00,2331,253,1537,0.1646,1284,NaN,NaN,NaN,NaN,9062,NaN,NaN,NaN,NaN
1978-06-09T12:00:00,9,spray-16,1200,400,6.3875,98.58,0.00,2333,440,1592,0.2764,1152,NaN,NaN,NaN,NaN,8990,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,0,dv-dtn,1200,400,6.1617,97.83,98.67,2377,1519,1892,0.8029,245,609,814,128,0,815,735,171,6.824,4.523
1978-06-09T08:00:00,10,dv-dtn,1200,400,6.3300,98.75,99.17,2389,1529,1958,0.7809,268,589,824,154,7,990,526,161,7.361,4.801
1978-06-09T08:00:00,0,dv-dtn-digest-batch,1200,400,6.1617,97.83,98.67,2377,2045,2161,0.9463,30,1813,0,84,2,1186,735,152,6.824,5.685
1978-06-09T08:00:00,10,dv-dtn-digest-batch,1200,400,6.3300,98.75,99.17,2389,2080,2204,0.9437,8,1834,0,89,27,444,526,127,7.361,6.159
1978-06-09T08:00:00,0,dv-dtn-reactive,1200,400,6.1617,97.83,38.83,2378,1073,1751,0.6128,579,585,423,99,0,106,22404,291,5.019,3.931
1978-06-09T08:00:00,10,dv-dtn-reactive,1200,400,6.3300,98.75,34.50,2388,1003,1784,0.5622,664,586,348,117,0,44,23152,331,5.568,4.181
1978-06-09T08:00:00,0,dv-dtn-link-state,1200,400,6.1617,97.83,33.75,2378,1017,1782,0.5707,765,735,215,0,0,12,31781,0,3.145,2.527
1978-06-09T08:00:00,10,dv-dtn-link-state,1200,400,6.3300,98.75,30.58,2388,924,1795,0.5148,869,628,245,2,0,0,35320,0,3.113,2.486
1978-06-09T08:00:00,0,spray-4,1200,400,6.1617,97.83,0.00,2374,172,1518,0.1133,1346,NaN,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,10,spray-4,1200,400,6.3300,98.75,0.00,2383,177,1557,0.1137,1380,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,0,spray-16,1200,400,6.1617,97.83,0.00,2326,423,1563,0.2706,1140,NaN,NaN,NaN,NaN,8493,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,10,spray-16,1200,400,6.3300,98.75,0.00,2352,392,1595,0.2458,1203,NaN,NaN,NaN,NaN,8840,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,1,dv-dtn,1200,400,6.1350,98.00,98.50,2384,1362,1851,0.7358,344,644,619,143,2,1432,622,183,7.324,4.512
1978-06-09T08:00:00,11,dv-dtn,1200,400,6.2858,97.67,97.75,2386,1303,1844,0.7066,403,403,827,137,1,1272,687,220,8.241,4.988
1978-06-09T08:00:00,1,dv-dtn-digest-batch,1200,400,6.1350,98.00,98.50,2383,2032,2130,0.9540,10,1808,0,74,14,1105,617,146,7.324,6.196
1978-06-09T08:00:00,11,dv-dtn-digest-batch,1200,400,6.2858,97.67,97.75,2388,1915,2090,0.9163,25,1660,0,108,42,1627,683,191,8.241,6.966
1978-06-09T08:00:00,1,dv-dtn-reactive,1200,400,6.1350,98.00,31.42,2384,935,1740,0.5374,666,539,331,139,0,83,23622,331,5.534,3.995
1978-06-09T08:00:00,11,dv-dtn-reactive,1200,400,6.2858,97.67,26.33,2389,811,1709,0.4745,785,447,298,113,0,89,27780,269,5.594,4.032
1978-06-09T08:00:00,1,dv-dtn-link-state,1200,400,6.1350,98.00,35.08,2384,896,1779,0.5037,882,653,164,1,0,1,36061,0,3.137,2.530
1978-06-09T08:00:00,11,dv-dtn-link-state,1200,400,6.2858,97.67,28.00,2389,804,1725,0.4661,920,530,226,1,0,0,37712,0,3.204,2.577
1978-06-09T08:00:00,1,spray-4,1200,400,6.1350,98.00,0.00,2384,187,1520,0.1230,1333,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,11,spray-4,1200,400,6.2858,97.67,0.00,2388,131,1507,0.0869,1376,NaN,NaN,NaN,NaN,37,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,1,spray-16,1200,400,6.1350,98.00,0.00,2345,361,1566,0.2305,1205,NaN,NaN,NaN,NaN,10275,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,11,spray-16,1200,400,6.2858,97.67,0.00,2344,311,1527,0.2037,1216,NaN,NaN,NaN,NaN,9614,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,2,dv-dtn,1200,400,6.3892,97.92,98.50,2385,1286,1837,0.7001,380,516,687,169,2,1008,638,183,7.987,4.770
1978-06-09T08:00:00,12,dv-dtn,1200,400,6.3308,97.58,98.00,2381,1283,1831,0.7007,401,457,757,145,2,1586,602,184,7.566,4.762
1978-06-09T08:00:00,2,dv-dtn-digest-batch,1200,400,6.3892,97.92,98.50,2386,1925,2145,0.8974,21,1605,0,138,61,1259,638,162,7.987,6.737
1978-06-09T08:00:00,12,dv-dtn-digest-batch,1200,400,6.3308,97.58,98.00,2381,1957,2083,0.9395,15,1718,0,90,21,1670,601,148,7.566,6.309
1978-06-09T08:00:00,2,dv-dtn-reactive,1200,400,6.3892,97.92,25.75,2380,838,1717,0.4881,738,434,335,141,0,83,25381,345,5.495,3.894
1978-06-09T08:00:00,12,dv-dtn-reactive,1200,400,6.3308,97.58,24.42,2382,878,1705,0.5150,705,391,434,122,0,151,23966,369,5.918,4.183
1978-06-09T08:00:00,2,dv-dtn-link-state,1200,400,6.3892,97.92,26.92,2380,837,1732,0.4833,894,528,255,1,0,1,36453,0,3.254,2.659
1978-06-09T08:00:00,12,dv-dtn-link-state,1200,400,6.3308,97.58,26.50,2382,824,1738,0.4741,914,485,280,0,0,0,37600,0,3.237,2.621
1978-06-09T08:00:00,2,spray-4,1200,400,6.3892,97.92,0.00,2377,128,1508,0.0849,1380,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,12,spray-4,1200,400,6.3308,97.58,0.00,2376,135,1516,0.0891,1381,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,2,spray-16,1200,400,6.3892,97.92,0.00,2340,315,1523,0.2068,1208,NaN,NaN,NaN,NaN,9620,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,12,spray-16,1200,400,6.3308,97.58,0.00,2331,289,1529,0.1890,1240,NaN,NaN,NaN,NaN,10065,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,13,dv-dtn,1200,400,6.3033,98.08,98.33,2387,1358,1905,0.7129,422,555,712,125,0,1373,762,191,7.602,4.788
1978-06-09T08:00:00,3,dv-dtn,1200,400,5.9433,98.67,99.00,2371,1281,1826,0.7015,381,528,665,164,0,1405,478,169,7.546,4.895
1978-06-09T08:00:00,13,dv-dtn-digest-batch,1200,400,6.3033,98.08,98.33,2389,2073,2199,0.9427,17,1757,0,98,11,995,762,147,7.602,6.623
1978-06-09T08:00:00,3,dv-dtn-digest-batch,1200,400,5.9433,98.67,99.00,2372,2001,2121,0.9434,12,1736,0,102,6,1047,478,135,7.546,6.486
1978-06-09T08:00:00,13,dv-dtn-reactive,1200,400,6.3033,98.08,34.67,2382,855,1770,0.4831,770,479,303,145,0,74,25479,398,5.534,3.796
1978-06-09T08:00:00,3,dv-dtn-reactive,1200,400,5.9433,98.67,33.67,2372,860,1723,0.4991,692,434,370,171,0,66,23421,387,5.789,4.035
1978-06-09T08:00:00,13,dv-dtn-link-state,1200,400,6.3033,98.08,31.75,2382,898,1789,0.5020,888,569,276,3,0,1,36140,0,3.138,2.461
1978-06-09T08:00:00,3,dv-dtn-link-state,1200,400,5.9433,98.67,29.58,2372,840,1731,0.4853,887,566,222,4,0,0,36428,0,3.203,2.557
1978-06-09T08:00:00,13,spray-4,1200,400,6.3033,98.08,0.00,2384,184,1543,0.1192,1359,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,3,spray-4,1200,400,5.9433,98.67,0.00,2376,157,1522,0.1032,1365,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,13,spray-16,1200,400,6.3033,98.08,0.00,2339,397,1573,0.2524,1176,NaN,NaN,NaN,NaN,9728,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,3,spray-16,1200,400,5.9433,98.67,0.00,2329,358,1560,0.2295,1202,NaN,NaN,NaN,NaN,7707,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,4,dv-dtn,1200,400,6.4133,97.83,98.75,2376,1325,1832,0.7233,341,504,731,155,11,1043,571,196,7.933,4.909
1978-06-09T08:00:00,14,dv-dtn,1200,400,6.3833,98.75,98.17,2376,1419,1936,0.7330,327,590,730,186,4,755,693,196,7.972,4.645
1978-06-09T08:00:00,4,dv-dtn-digest-batch,1200,400,6.4133,97.83,98.75,2376,1923,2096,0.9175,20,1666,0,95,58,1360,554,155,7.933,6.617
1978-06-09T08:00:00,14,dv-dtn-digest-batch,1200,400,6.3833,98.75,98.17,2376,1947,2113,0.9214,9,1668,0,121,36,451,681,164,7.972,6.603
1978-06-09T08:00:00,4,dv-dtn-reactive,1200,400,6.4133,97.83,30.83,2377,798,1697,0.4702,777,474,267,122,0,55,26550,385,5.575,3.822
1978-06-09T08:00:00,14,dv-dtn-reactive,1200,400,6.3833,98.75,29.75,2377,981,1751,0.5603,662,548,371,108,0,49,23606,372,5.425,3.948
1978-06-09T08:00:00,4,dv-dtn-link-state,1200,400,6.4133,97.83,28.50,2377,822,1708,0.4813,881,569,199,5,0,0,37118,0,3.123,2.511
1978-06-09T08:00:00,14,dv-dtn-link-state,1200,400,6.3833,98.75,32.42,2378,955,1780,0.5365,823,586,308,2,0,0,33927,0,3.138,2.503
1978-06-09T08:00:00,4,spray-4,1200,400,6.4133,97.83,0.00,2375,171,1519,0.1126,1348,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,14,spray-4,1200,400,6.3833,98.75,0.00,2376,184,1532,0.1201,1348,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,4,spray-16,1200,400,6.4133,97.83,0.00,2340,344,1551,0.2218,1207,NaN,NaN,NaN,NaN,9306,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,14,spray-16,1200,400,6.3833,98.75,0.00,2338,398,1565,0.2543,1167,NaN,NaN,NaN,NaN,9286,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,5,dv-dtn,1200,400,6.4725,99.00,99.17,2384,1183,1799,0.6576,480,571,531,136,0,1804,637,180,7.785,4.479
1978-06-09T08:00:00,15,dv-dtn,1200,400,6.2992,97.92,98.75,2383,1270,1843,0.6891,438,513,653,130,5,1695,987,243,7.771,4.676
1978-06-09T08:00:00,15,dv-dtn-digest-batch,1200,400,6.2992,97.92,98.75,2383,2048,2178,0.9403,17,1722,0,87,26,837,987,200,7.771,6.663
1978-06-09T08:00:00,5,dv-dtn-digest-batch,1200,400,6.4725,99.00,99.17,2385,2095,2213,0.9467,12,1799,0,89,17,217,629,124,7.785,6.870
1978-06-09T08:00:00,15,dv-dtn-reactive,1200,400,6.2992,97.92,34.25,2387,875,1723,0.5078,724,438,369,124,0,34,26502,291,5.516,4.061
1978-06-09T08:00:00,5,dv-dtn-reactive,1200,400,6.4725,99.00,26.75,2381,845,1698,0.4976,723,493,299,130,0,75,25920,313,5.411,3.792
1978-06-09T08:00:00,15,dv-dtn-link-state,1200,400,6.2992,97.92,29.50,2387,852,1767,0.4822,912,578,217,3,0,0,37002,0,3.217,2.623
1978-06-09T08:00:00,5,dv-dtn-link-state,1200,400,6.4725,99.00,28.67,2381,799,1722,0.4640,917,575,179,6,0,5,37036,0,3.089,2.408
1978-06-09T08:00:00,15,spray-4,1200,400,6.2992,97.92,0.00,2385,152,1533,0.0992,1381,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,5,spray-4,1200,400,6.4725,99.00,0.00,2386,183,1527,0.1198,1344,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,15,spray-16,1200,400,6.2992,97.92,0.00,2347,334,1555,0.2148,1221,NaN,NaN,NaN,NaN,8804,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,5,spray-16,1200,400,6.4725,99.00,0.00,2344,373,1565,0.2383,1192,NaN,NaN,NaN,NaN,9687,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,16,dv-dtn,1200,400,6.1817,96.33,95.67,2386,1431,1875,0.7632,347,605,739,97,0,1644,1176,212,6.907,4.528
1978-06-09T08:00:00,6,dv-dtn,1200,400,6.0683,96.33,96.67,2381,1337,1825,0.7326,370,552,699,118,0,1507,1201,142,7.122,4.878
1978-06-09T08:00:00,16,dv-dtn-digest-batch,1200,400,6.1817,96.33,95.67,2386,2076,2178,0.9532,20,1873,0,70,12,406,1176,182,6.907,5.824
1978-06-09T08:00:00,6,dv-dtn-digest-batch,1200,400,6.0683,96.33,96.67,2382,2116,2207,0.9588,20,1893,0,70,1,243,1201,106,7.122,6.133
1978-06-09T08:00:00,16,dv-dtn-reactive,1200,400,6.1817,96.33,24.08,2383,990,1778,0.5568,663,533,403,125,0,64,24053,342,5.649,4.149
1978-06-09T08:00:00,6,dv-dtn-reactive,1200,400,6.0683,96.33,29.17,2383,906,1758,0.5154,717,500,346,135,0,119,24027,265,5.692,4.280
1978-06-09T08:00:00,16,dv-dtn-link-state,1200,400,6.1817,96.33,30.33,2383,930,1802,0.5161,869,647,232,3,0,4,34958,0,3.239,2.640
1978-06-09T08:00:00,6,dv-dtn-link-state,1200,400,6.0683,96.33,30.58,2385,833,1777,0.4688,940,597,184,4,0,0,37117,0,3.178,2.537
1978-06-09T08:00:00,16,spray-4,1200,400,6.1817,96.33,0.00,2383,159,1566,0.1015,1407,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,6,spray-4,1200,400,6.0683,96.33,0.00,2386,171,1552,0.1102,1381,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,16,spray-16,1200,400,6.1817,96.33,0.00,2352,326,1576,0.2069,1250,NaN,NaN,NaN,NaN,9067,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,6,spray-16,1200,400,6.0683,96.33,0.00,2361,353,1581,0.2233,1228,NaN,NaN,NaN,NaN,8858,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,17,dv-dtn,1200,400,6.2417,96.33,97.42,2387,1059,1757,0.6027,536,364,650,162,0,2342,1117,220,7.776,4.724
1978-06-09T08:00:00,7,dv-dtn,1200,400,5.8575,98.83,98.92,2383,1197,1856,0.6449,448,480,645,209,2,1247,681,185,8.378,5.071
1978-06-09T08:00:00,17,dv-dtn-digest-batch,1200,400,6.2417,96.33,97.42,2386,1732,1964,0.8819,88,1498,0,135,9,3913,1107,179,7.776,6.497
1978-06-09T08:00:00,7,dv-dtn-digest-batch,1200,400,5.8575,98.83,98.92,2385,1865,2057,0.9067,39,1553,0,111,42,1763,655,146,8.378,7.086
1978-06-09T08:00:00,17,dv-dtn-reactive,1200,400,6.2417,96.33,24.58,2388,727,1661,0.4377,801,344,344,133,0,189,26205,350,5.864,3.952
1978-06-09T08:00:00,7,dv-dtn-reactive,1200,400,5.8575,98.83,27.25,2384,749,1721,0.4352,821,438,255,151,0,91,27512,339,5.859,3.973
1978-06-09T08:00:00,17,dv-dtn-link-state,1200,400,6.2417,96.33,18.17,2388,738,1673,0.4411,931,464,240,4,0,34,38395,0,3.349,2.718
1978-06-09T08:00:00,7,dv-dtn-link-state,1200,400,5.8575,98.83,24.08,2385,746,1740,0.4287,993,527,174,1,0,0,39636,0,3.183,2.563
1978-06-09T08:00:00,17,spray-4,1200,400,6.2417,96.33,0.00,2385,111,1503,0.0739,1392,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,7,spray-4,1200,400,5.8575,98.83,0.00,2383,134,1531,0.0875,1397,NaN,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,17,spray-16,1200,400,6.2417,96.33,0.00,2359,247,1511,0.1635,1264,NaN,NaN,NaN,NaN,9356,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,7,spray-16,1200,400,5.8575,98.83,0.00,2358,314,1564,0.2008,1250,NaN,NaN,NaN,NaN,8033,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,18,dv-dtn,1200,400,5.9850,97.92,97.08,2391,1073,1723,0.6228,534,467,538,116,0,2189,1197,230,8.082,4.812
1978-06-09T08:00:00,8,dv-dtn,1200,400,6.3200,99.25,99.67,2378,1254,1795,0.6986,383,464,710,158,0,1586,744,201,7.876,4.993
1978-06-09T08:00:00,18,dv-dtn-digest-batch,1200,400,5.9850,97.92,97.08,2390,1815,2034,0.8923,137,1616,0,67,15,3334,1180,209,8.082,6.626
1978-06-09T08:00:00,8,dv-dtn-digest-batch,1200,400,6.3200,99.25,99.67,2378,1806,2034,0.8879,90,1552,0,127,11,3539,744,171,7.876,6.548
1978-06-09T08:00:00,18,dv-dtn-reactive,1200,400,5.9850,97.92,21.75,2387,724,1681,0.4307,855,417,259,102,0,190,28472,294,5.771,3.946
1978-06-09T08:00:00,8,dv-dtn-reactive,1200,400,6.3200,99.25,33.17,2382,768,1668,0.4604,777,417,281,123,0,125,26010,276,5.688,4.083
1978-06-09T08:00:00,18,dv-dtn-link-state,1200,400,5.9850,97.92,21.83,2387,690,1690,0.4083,1000,526,125,0,0,14,39809,0,3.158,2.535
1978-06-09T08:00:00,8,dv-dtn-link-state,1200,400,6.3200,99.25,26.67,2382,788,1709,0.4611,916,509,225,5,0,3,37099,0,3.216,2.586
1978-06-09T08:00:00,18,spray-4,1200,400,5.9850,97.92,0.00,2389,149,1524,0.0978,1375,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,8,spray-4,1200,400,6.3200,99.25,0.00,2378,116,1483,0.0782,1367,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,18,spray-16,1200,400,5.9850,97.92,0.00,2358,276,1542,0.1790,1266,NaN,NaN,NaN,NaN,8316,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,8,spray-16,1200,400,6.3200,99.25,0.00,2335,304,1509,0.2015,1205,NaN,NaN,NaN,NaN,9367,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,19,dv-dtn,1200,400,5.9750,97.00,97.33,2370,1005,1794,0.5602,628,425,497,160,1,2053,706,220,8.399,4.852
1978-06-09T08:00:00,9,dv-dtn,1200,400,6.3325,98.08,98.50,2380,1386,1868,0.7420,368,648,659,113,1,1280,521,153,7.289,4.485
1978-06-09T08:00:00,19,dv-dtn-digest-batch,1200,400,5.9750,97.00,97.33,2371,1874,2121,0.8835,108,1590,0,119,20,2777,706,177,8.399,6.933
