wind,seed,protocol,nBalloons,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,resolved,completionRate,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,stallNoBelief,stallStaleNextHop,beliefHopsMean,deliveredHopsMean
1978-06-09T03:00:00,12,spray-16,1200,400,6.3533,96.50,0.00,2336,310,1549,0.2001,1239,NaN,NaN,NaN,NaN,10256,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,3,dv-dtn,1200,400,5.9700,98.08,98.67,2371,1242,1795,0.6919,402,541,618,150,1,1590,421,192,7.647,4.857
1978-06-09T03:00:00,13,dv-dtn,1200,400,6.3092,98.75,98.75,2388,1294,1878,0.6890,444,559,649,139,1,1604,728,161,7.616,4.708
1978-06-09T03:00:00,3,dv-dtn-digest-batch,1200,400,5.9700,98.08,98.67,2371,2027,2134,0.9499,7,1761,0,93,7,992,421,155,7.647,6.619
1978-06-09T03:00:00,13,dv-dtn-digest-batch,1200,400,6.3092,98.75,98.75,2389,2067,2191,0.9434,23,1736,0,89,12,1429,728,135,7.616,6.781
1978-06-09T03:00:00,3,dv-dtn-reactive,1200,400,5.9700,98.08,24.67,2372,853,1684,0.5065,712,452,340,119,0,85,24336,349,5.698,3.985
1978-06-09T03:00:00,13,dv-dtn-reactive,1200,400,6.3092,98.75,36.08,2382,879,1764,0.4983,765,518,290,120,0,90,26219,329,5.561,4.031
1978-06-09T03:00:00,3,dv-dtn-link-state,1200,400,5.9700,98.08,27.50,2372,802,1705,0.4704,891,559,200,12,0,0,36997,0,3.192,2.525
1978-06-09T03:00:00,13,dv-dtn-link-state,1200,400,6.3092,98.75,33.17,2382,876,1777,0.4930,900,630,202,1,0,14,36457,0,3.143,2.471
1978-06-09T03:00:00,3,spray-4,1200,400,5.9700,98.08,0.00,2375,165,1517,0.1088,1352,NaN,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,13,spray-4,1200,400,6.3092,98.75,0.00,2380,179,1536,0.1165,1357,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,3,spray-16,1200,400,5.9700,98.08,0.00,2334,339,1539,0.2203,1200,NaN,NaN,NaN,NaN,8083,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,13,spray-16,1200,400,6.3092,98.75,0.00,2350,381,1577,0.2416,1196,NaN,NaN,NaN,NaN,9707,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,4,dv-dtn,1200,400,6.3800,97.25,97.50,2376,1357,1843,0.7363,313,494,772,168,5,1033,611,224,7.763,4.965
1978-06-09T03:00:00,14,dv-dtn,1200,400,6.2967,99.17,99.42,2376,1356,1922,0.7055,358,584,683,205,3,907,571,215,7.881,4.538
1978-06-09T03:00:00,4,dv-dtn-digest-batch,1200,400,6.3800,97.25,97.50,2377,1964,2110,0.9308,18,1701,0,89,39,1162,611,191,7.763,6.606
1978-06-09T03:00:00,14,dv-dtn-digest-batch,1200,400,6.2967,99.17,99.42,2375,1929,2104,0.9168,8,1677,0,135,32,581,571,180,7.881,6.563
1978-06-09T03:00:00,4,dv-dtn-reactive,1200,400,6.3800,97.25,28.75,2377,836,1701,0.4915,744,444,332,121,0,87,25804,381,5.426,3.879
1978-06-09T03:00:00,14,dv-dtn-reactive,1200,400,6.2967,99.17,26.00,2378,917,1728,0.5307,702,465,391,109,0,52,25895,417,5.300,4.052
1978-06-09T03:00:00,4,dv-dtn-link-state,1200,400,6.3800,97.25,28.92,2377,858,1711,0.5015,850,472,335,3,0,46,36011,0,3.155,2.533
1978-06-09T03:00:00,14,dv-dtn-link-state,1200,400,6.2967,99.17,31.08,2378,919,1763,0.5213,844,582,284,0,0,0,34533,0,3.140,2.504
1978-06-09T03:00:00,4,spray-4,1200,400,6.3800,97.25,0.00,2377,153,1509,0.1014,1356,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,14,spray-4,1200,400,6.2967,99.17,0.00,2378,159,1524,0.1043,1365,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,4,spray-16,1200,400,6.3800,97.25,0.00,2348,340,1546,0.2199,1206,NaN,NaN,NaN,NaN,9098,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,14,spray-16,1200,400,6.2967,99.17,0.00,2327,381,1563,0.2438,1182,NaN,NaN,NaN,NaN,9007,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,5,dv-dtn,1200,400,6.5742,98.75,99.00,2384,1196,1796,0.6659,467,570,560,133,0,1917,623,167,7.830,4.545
1978-06-09T03:00:00,15,dv-dtn,1200,400,6.2875,98.42,98.75,2382,1239,1817,0.6819,441,576,577,137,0,1694,758,197,7.839,4.514
1978-06-09T03:00:00,5,dv-dtn-digest-batch,1200,400,6.5742,98.75,99.00,2385,2096,2180,0.9615,10,1843,0,70,4,354,623,128,7.830,6.956
1978-06-09T03:00:00,15,dv-dtn-digest-batch,1200,400,6.2875,98.42,98.75,2383,2022,2165,0.9339,10,1726,0,104,29,1011,758,168,7.839,6.588
1978-06-09T03:00:00,15,dv-dtn-reactive,1200,400,6.2875,98.42,19.00,2387,835,1694,0.4929,739,512,276,120,0,90,26488,288,5.458,4.164
1978-06-09T03:00:00,5,dv-dtn-reactive,1200,400,6.5742,98.75,29.58,2381,836,1721,0.4858,729,476,285,156,0,78,26285,340,5.527,3.860
1978-06-09T03:00:00,15,dv-dtn-link-state,1200,400,6.2875,98.42,27.58,2387,821,1741,0.4716,920,563,205,0,0,11,36833,0,3.200,2.549
1978-06-09T03:00:00,5,dv-dtn-link-state,1200,400,6.5742,98.75,28.42,2381,798,1739,0.4589,932,604,158,9,0,0,37564,0,3.051,2.414
1978-06-09T03:00:00,15,spray-4,1200,400,6.2875,98.42,0.00,2380,157,1526,0.1029,1369,NaN,NaN,NaN,NaN,34,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,5,spray-4,1200,400,6.5742,98.75,0.00,2386,187,1535,0.1218,1348,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,15,spray-16,1200,400,6.2875,98.42,0.00,2341,332,1550,0.2142,1218,NaN,NaN,NaN,NaN,9254,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,5,spray-16,1200,400,6.5742,98.75,0.00,2338,372,1562,0.2382,1190,NaN,NaN,NaN,NaN,9230,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,16,dv-dtn,1200,400,6.2717,95.17,95.83,2386,1511,1894,0.7978,300,556,862,83,0,1205,1214,186,7.052,4.780
1978-06-09T03:00:00,6,dv-dtn,1200,400,6.0867,96.50,96.50,2380,1343,1837,0.7311,391,563,670,102,1,1513,1220,183,7.156,4.737
1978-06-09T03:00:00,16,dv-dtn-digest-batch,1200,400,6.2717,95.17,95.83,2386,2108,2193,0.9612,23,1876,0,57,5,178,1214,159,7.052,5.941
1978-06-09T03:00:00,6,dv-dtn-digest-batch,1200,400,6.0867,96.50,96.50,2382,2106,2198,0.9581,25,1905,0,64,3,357,1220,155,7.156,6.136
1978-06-09T03:00:00,16,dv-dtn-reactive,1200,400,6.2717,95.17,25.08,2383,955,1726,0.5533,650,524,375,121,0,83,23849,332,5.565,4.272
1978-06-09T03:00:00,6,dv-dtn-reactive,1200,400,6.0867,96.50,27.92,2384,867,1736,0.4994,717,506,297,152,0,149,23824,379,5.830,4.092
1978-06-09T03:00:00,16,dv-dtn-link-state,1200,400,6.2717,95.17,26.75,2383,891,1778,0.5011,887,632,205,0,0,0,35540,0,3.221,2.679
1978-06-09T03:00:00,6,dv-dtn-link-state,1200,400,6.0867,96.50,30.67,2385,851,1783,0.4773,929,601,194,3,0,2,36892,0,3.216,2.583
1978-06-09T03:00:00,16,spray-4,1200,400,6.2717,95.17,0.00,2384,138,1545,0.0893,1407,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,6,spray-4,1200,400,6.0867,96.50,0.00,2385,163,1550,0.1052,1387,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,16,spray-16,1200,400,6.2717,95.17,0.00,2346,324,1564,0.2072,1240,NaN,NaN,NaN,NaN,9177,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,6,spray-16,1200,400,6.0867,96.50,0.00,2358,364,1586,0.2295,1222,NaN,NaN,NaN,NaN,9533,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,17,dv-dtn,1200,400,6.2450,98.17,96.75,2384,952,1719,0.5538,510,391,506,256,1,2043,1082,246,8.561,4.697
1978-06-09T03:00:00,7,dv-dtn,1200,400,5.9300,98.75,99.17,2385,1212,1850,0.6551,431,458,682,205,2,1161,751,182,8.277,5.213
1978-06-09T03:00:00,17,dv-dtn-digest-batch,1200,400,6.2450,98.17,96.75,2383,1584,1915,0.8272,83,1383,0,204,44,3207,1081,211,8.561,6.575
1978-06-09T03:00:00,7,dv-dtn-digest-batch,1200,400,5.9300,98.75,99.17,2385,1959,2112,0.9276,12,1634,0,122,19,1015,726,158,8.277,7.295
1978-06-09T03:00:00,17,dv-dtn-reactive,1200,400,6.2450,98.17,15.58,2388,610,1605,0.3801,874,354,211,121,0,159,28248,273,6.025,3.872
1978-06-09T03:00:00,7,dv-dtn-reactive,1200,400,5.9300,98.75,32.08,2385,799,1731,0.4616,788,432,305,144,0,54,27040,365,5.722,4.106
1978-06-09T03:00:00,7,dv-dtn-link-state,1200,400,5.9300,98.75,25.67,2385,754,1748,0.4314,990,530,173,4,0,0,39398,0,3.174,2.557
1978-06-09T03:00:00,17,dv-dtn-link-state,1200,400,6.2450,98.17,16.67,2388,654,1631,0.4010,971,455,150,6,0,12,40349,0,3.268,2.615
1978-06-09T03:00:00,7,spray-4,1200,400,5.9300,98.75,0.00,2382,153,1540,0.0994,1387,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,17,spray-4,1200,400,6.2450,98.17,0.00,2385,106,1496,0.0709,1390,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,7,spray-16,1200,400,5.9300,98.75,0.00,2351,322,1557,0.2068,1235,NaN,NaN,NaN,NaN,8984,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,17,spray-16,1200,400,6.2450,98.17,0.00,2348,227,1511,0.1502,1284,NaN,NaN,NaN,NaN,9660,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,8,dv-dtn,1200,400,6.2775,98.25,99.42,2378,1182,1782,0.6633,424,411,697,176,0,1602,562,210,7.862,5.011
1978-06-09T03:00:00,18,dv-dtn,1200,400,5.9792,97.67,96.75,2392,1138,1734,0.6563,458,423,654,138,0,1910,1323,239,8.147,5.076
1978-06-09T03:00:00,18,dv-dtn-digest-batch,1200,400,5.9792,97.67,96.75,2392,1816,2074,0.8756,139,1578,0,110,9,2630,1315,197,8.147,6.743
1978-06-09T03:00:00,8,dv-dtn-digest-batch,1200,400,6.2775,98.25,99.42,2379,1840,2055,0.8954,78,1538,0,130,7,2750,563,183,7.862,6.742
1978-06-09T03:00:00,18,dv-dtn-reactive,1200,400,5.9792,97.67,27.33,2386,719,1664,0.4321,849,432,230,96,0,114,27983,309,5.700,4.015
1978-06-09T03:00:00,8,dv-dtn-reactive,1200,400,6.2775,98.25,28.08,2382,771,1654,0.4661,778,349,371,105,0,146,26339,307,5.627,4.162
1978-06-09T03:00:00,18,dv-dtn-link-state,1200,400,5.9792,97.67,22.42,2387,677,1681,0.4027,1004,489,151,0,0,56,40246,0,3.124,2.486
1978-06-09T03:00:00,8,dv-dtn-link-state,1200,400,6.2775,98.25,23.83,2382,753,1683,0.4474,918,424,289,12,0,42,37380,0,3.243,2.683
1978-06-09T03:00:00,18,spray-4,1200,400,5.9792,97.67,0.00,2390,157,1527,0.1028,1370,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,8,spray-4,1200,400,6.2775,98.25,0.00,2384,109,1471,0.0741,1362,NaN,NaN,NaN,NaN,13,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,18,spray-16,1200,400,5.9792,97.67,0.00,2361,301,1552,0.1939,1251,NaN,NaN,NaN,NaN,8231,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,8,spray-16,1200,400,6.2775,98.25,0.00,2334,260,1490,0.1745,1230,NaN,NaN,NaN,NaN,9256,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,19,dv-dtn,1200,400,6.0267,98.08,98.83,2370,1002,1817,0.5515,588,417,494,226,1,1953,782,249,8.489,5.040
1978-06-09T03:00:00,9,dv-dtn,1200,400,6.3467,98.42,98.67,2381,1335,1858,0.7185,414,664,589,108,1,1483,736,170,7.165,4.399
1978-06-09T03:00:00,19,dv-dtn-digest-batch,1200,400,6.0267,98.08,98.83,2370,1811,2086,0.8682,112,1515,0,139,24,2982,782,202,8.489,7.089
1978-06-09T03:00:00,9,dv-dtn-digest-batch,1200,400,6.3467,98.42,98.67,2381,2017,2131,0.9465,45,1812,0,63,6,1668,725,130,7.165,5.958
1978-06-09T03:00:00,19,dv-dtn-reactive,1200,400,6.0267,98.08,24.08,2379,695,1684,0.4127,877,360,280,112,0,96,29083,330,5.936,4.137
1978-06-09T03:00:00,9,dv-dtn-reactive,1200,400,6.3467,98.42,30.83,2374,942,1784,0.5280,711,560,322,131,0,110,24588,350,5.200,3.739
1978-06-09T03:00:00,19,dv-dtn-link-state,1200,400,6.0267,98.08,23.08,2379,674,1714,0.3932,1035,454,186,5,0,0,41028,0,3.273,2.647
1978-06-09T03:00:00,9,dv-dtn-link-state,1200,400,6.3467,98.42,34.08,2375,995,1792,0.5552,795,682,262,2,0,7,32841,0,3.154,2.496
1978-06-09T03:00:00,19,spray-4,1200,400,6.0267,98.08,0.00,2380,143,1523,0.0939,1380,NaN,NaN,NaN,NaN,46,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,9,spray-4,1200,400,6.3467,98.42,0.00,2379,210,1540,0.1364,1330,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,19,spray-16,1200,400,6.0267,98.08,0.00,2340,254,1532,0.1658,1278,NaN,NaN,NaN,NaN,8853,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,9,spray-16,1200,400,6.3467,98.42,0.00,2333,424,1578,0.2687,1154,NaN,NaN,NaN,NaN,8522,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,0,dv-dtn,1200,400,6.1292,96.83,97.25,2377,1670,1960,0.8520,167,613,933,123,0,492,1002,204,6.849,4.671
1978-06-09T00:00:00,10,dv-dtn,1200,400,6.3417,98.83,98.42,2388,1456,1921,0.7579,297,610,745,167,1,1075,584,224,7.559,4.719
1978-06-09T00:00:00,0,dv-dtn-digest-batch,1200,400,6.1292,96.83,97.25,2377,2107,2193,0.9608,18,1872,0,65,3,653,1002,176,6.849,5.780
1978-06-09T00:00:00,10,dv-dtn-digest-batch,1200,400,6.3417,98.83,98.42,2388,1995,2142,0.9314,12,1784,0,105,30,1269,584,183,7.559,6.250
1978-06-09T00:00:00,0,dv-dtn-reactive,1200,400,6.1292,96.83,30.17,2378,1185,1798,0.6591,504,600,501,109,0,73,20287,400,5.147,4.088
1978-06-09T00:00:00,10,dv-dtn-reactive,1200,400,6.3417,98.83,27.42,2388,970,1771,0.5477,676,529,370,125,0,45,24029,370,5.538,4.089
1978-06-09T00:00:00,0,dv-dtn-link-state,1200,400,6.1292,96.83,36.83,2378,1063,1819,0.5844,756,698,291,0,0,9,31222,0,3.147,2.510
1978-06-09T00:00:00,10,dv-dtn-link-state,1200,400,6.3417,98.83,30.08,2388,916,1805,0.5075,888,617,240,1,0,0,35519,0,3.131,2.500
1978-06-09T00:00:00,0,spray-4,1200,400,6.1292,96.83,0.00,2375,186,1538,0.1209,1352,NaN,NaN,NaN,NaN,34,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,10,spray-4,1200,400,6.3417,98.83,0.00,2382,167,1553,0.1075,1386,NaN,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,0,spray-16,1200,400,6.1292,96.83,0.00,2330,446,1573,0.2835,1127,NaN,NaN,NaN,NaN,8789,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,10,spray-16,1200,400,6.3417,98.83,0.00,2345,394,1588,0.2481,1194,NaN,NaN,NaN,NaN,9534,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,1,dv-dtn,1200,400,6.2358,98.50,98.75,2384,1360,1842,0.7383,326,605,672,156,0,1436,599,193,7.254,4.642
1978-06-09T00:00:00,11,dv-dtn,1200,400,6.3450,97.33,97.75,2387,1279,1832,0.6981,415,476,718,134,4,1494,708,195,8.129,4.891
1978-06-09T00:00:00,1,dv-dtn-digest-batch,1200,400,6.2358,98.50,98.75,2385,2096,2183,0.9601,9,1831,0,69,9,1145,599,166,7.254,6.292
1978-06-09T00:00:00,11,dv-dtn-digest-batch,1200,400,6.3450,97.33,97.75,2388,1981,2113,0.9375,12,1703,0,78,42,814,701,163,8.129,6.907
1978-06-09T00:00:00,1,dv-dtn-reactive,1200,400,6.2358,98.50,34.67,2384,925,1737,0.5325,684,540,312,128,0,86,24504,301,5.427,3.875
1978-06-09T00:00:00,11,dv-dtn-reactive,1200,400,6.3450,97.33,26.00,2390,831,1719,0.4834,757,446,324,131,0,85,26754,362,5.605,3.905
1978-06-09T00:00:00,1,dv-dtn-link-state,1200,400,6.2358,98.50,33.08,2384,916,1786,0.5129,869,620,243,1,0,0,35540,0,3.175,2.553
1978-06-09T00:00:00,11,dv-dtn-link-state,1200,400,6.3450,97.33,29.25,2390,839,1754,0.4783,914,552,229,1,0,0,37242,0,3.201,2.588
1978-06-09T00:00:00,1,spray-4,1200,400,6.2358,98.50,0.00,2383,182,1518,0.1199,1336,NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,11,spray-4,1200,400,6.3450,97.33,0.00,2394,147,1519,0.0968,1372,NaN,NaN,NaN,NaN,35,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,1,spray-16,1200,400,6.2358,98.50,0.00,2349,346,1553,0.2228,1207,NaN,NaN,NaN,NaN,10322,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,11,spray-16,1200,400,6.3450,97.33,0.00,2342,335,1545,0.2168,1210,NaN,NaN,NaN,NaN,9710,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,2,dv-dtn,1200,400,6.3417,97.33,97.67,2385,1244,1841,0.6757,427,537,637,169,1,1309,891,246,8.156,4.555
1978-06-09T00:00:00,12,dv-dtn,1200,400,6.3800,98.92,98.25,2381,1350,1833,0.7365,366,516,756,112,5,1564,408,193,7.519,4.764
1978-06-09T00:00:00,2,dv-dtn-digest-batch,1200,400,6.3417,97.33,97.67,2386,1827,2080,0.8784,72,1515,0,148,33,2436,886,208,8.156,6.544
1978-06-09T00:00:00,12,dv-dtn-digest-batch,1200,400,6.3800,98.92,98.25,2380,2020,2141,0.9435,35,1764,0,67,19,2337,408,160,7.519,6.370
1978-06-09T00:00:00,2,dv-dtn-reactive,1200,400,6.3417,97.33,29.50,2380,821,1694,0.4847,768,461,292,105,0,96,26775,368,5.515,3.868
1978-06-09T00:00:00,12,dv-dtn-reactive,1200,400,6.3800,98.92,24.50,2382,944,1747,0.5404,681,416,479,122,0,81,24562,419,5.748,4.203
1978-06-09T00:00:00,2,dv-dtn-link-state,1200,400,6.3417,97.33,27.17,2380,800,1717,0.4659,915,534,213,2,0,1,36875,0,3.223,2.586
1978-06-09T00:00:00,12,dv-dtn-link-state,1200,400,6.3800,98.92,29.00,2382,857,1753,0.4889,894,539,273,2,0,1,36977,0,3.236,2.670
1978-06-09T00:00:00,2,spray-4,1200,400,6.3417,97.33,0.00,2378,153,1503,0.1018,1350,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,12,spray-4,1200,400,6.3800,98.92,0.00,2379,126,1512,0.0833,1386,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,2,spray-16,1200,400,6.3417,97.33,0.00,2336,300,1536,0.1953,1236,NaN,NaN,NaN,NaN,9966,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,12,spray-16,1200,400,6.3800,98.92,0.00,2342,297,1534,0.1936,1237,NaN,NaN,NaN,NaN,10315,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,3,dv-dtn,1200,400,5.9000,99.08,99.08,2369,1217,1815,0.6705,418,549,580,180,0,1519,444,254,7.602,4.872
1978-06-09T00:00:00,13,dv-dtn,1200,400,6.2342,98.75,98.92,2388,1310,1894,0.6917,439,561,659,144,1,1341,718,181,7.662,4.727
1978-06-09T00:00:00,3,dv-dtn-digest-batch,1200,400,5.9000,99.08,99.08,2371,1937,2110,0.9180,39,1659,0,126,8,1470,438,198,7.602,6.513
1978-06-09T00:00:00,13,dv-dtn-digest-batch,1200,400,6.2342,98.75,98.92,2387,2061,2205,0.9347,31,1732,0,99,14,1763,718,151,7.662,6.746
1978-06-09T00:00:00,3,dv-dtn-reactive,1200,400,5.9000,99.08,22.42,2372,803,1670,0.4808,726,482,290,141,0,91,23854,399,5.659,3.775
1978-06-09T00:00:00,13,dv-dtn-reactive,1200,400,6.2342,98.75,29.08,2382,903,1765,0.5116,754,459,377,108,0,94,25791,392,5.587,4.245
1978-06-09T00:00:00,3,dv-dtn-link-state,1200,400,5.9000,99.08,27.92,2372,796,1703,0.4674,902,535,214,5,0,0,36999,0,3.179,2.513
1978-06-09T00:00:00,13,dv-dtn-link-state,1200,400,6.2342,98.75,29.67,2382,890,1792,0.4967,902,614,221,0,0,0,36409,0,3.159,2.515
1978-06-09T00:00:00,3,spray-4,1200,400,5.9000,99.08,0.00,2373,154,1518,0.1014,1364,NaN,NaN,NaN,NaN,15,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,13,spray-4,1200,400,6.2342,98.75,0.00,2379,182,1542,0.1180,1360,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,3,spray-16,1200,400,5.9000,99.08,0.00,2342,345,1539,0.2242,1194,NaN,NaN,NaN,NaN,7831,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,13,spray-16,1200,400,6.2342,98.75,0.00,2345,379,1569,0.2416,1190,NaN,NaN,NaN,NaN,9628,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,4,dv-dtn,1200,400,6.3783,98.50,98.00,2376,1335,1818,0.7343,327,565,671,146,10,1259,677,191,7.821,4.771
1978-06-09T00:00:00,14,dv-dtn,1200,400,6.2875,98.75,96.42,2375,1389,1908,0.7280,336,557,749,176,7,928,592,186,7.767,4.575
1978-06-09T00:00:00,4,dv-dtn-digest-batch,1200,400,6.3783,98.50,98.00,2377,1992,2125,0.9374,9,1736,0,84,40,709,663,158,7.821,6.565
1978-06-09T00:00:00,14,dv-dtn-digest-batch,1200,400,6.2875,98.75,96.42,2376,1970,2125,0.9271,7,1725,0,107,41,431,592,164,7.767,6.484
1978-06-09T00:00:00,4,dv-dtn-reactive,1200,400,6.3783,98.50,23.75,2377,823,1689,0.4873,723,480,280,143,0,112,24342,453,5.483,4.009
1978-06-09T00:00:00,14,dv-dtn-reactive,1200,400,6.2875,98.75,24.83,2378,939,1735,0.5412,654,488,382,142,0,47,23690,392,5.541,4.052
1978-06-09T00:00:00,4,dv-dtn-link-state,1200,400,6.3783,98.50,31.25,2377,871,1727,0.5043,849,586,224,7,0,1,35793,0,3.173,2.618
1978-06-09T00:00:00,14,dv-dtn-link-state,1200,400,6.2875,98.75,28.25,2378,938,1774,0.5287,836,644,235,0,0,0,34230,0,3.141,2.501
1978-06-09T00:00:00,4,spray-4,1200,400,6.3783,98.50,0.00,2375,175,1528,0.1145,1353,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,14,spray-4,1200,400,6.2875,98.75,0.00,2372,166,1520,0.1092,1354,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,4,spray-16,1200,400,6.3783,98.50,0.00,2337,345,1552,0.2223,1207,NaN,NaN,NaN,NaN,10199,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,14,spray-16,1200,400,6.2875,98.75,0.00,2339,382,1553,0.2460,1171,NaN,NaN,NaN,NaN,9542,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,5,dv-dtn,1200,400,6.5950,98.83,99.00,2385,1194,1809,0.6600,468,525,604,147,0,1672,708,180,7.886,4.486
1978-06-09T00:00:00,15,dv-dtn,1200,400,6.2100,98.67,99.08,2382,1318,1875,0.7029,423,569,661,133,1,1552,672,199,7.745,4.564
1978-06-09T00:00:00,5,dv-dtn-digest-batch,1200,400,6.5950,98.83,99.00,2384,2020,2136,0.9457,13,1787,0,89,14,416,708,148,7.886,6.864
1978-06-09T00:00:00,15,dv-dtn-digest-batch,1200,400,6.2100,98.67,99.08,2383,2044,2170,0.9419,16,1719,0,88,22,1334,671,156,7.745,6.598
1978-06-09T00:00:00,5,dv-dtn-reactive,1200,400,6.5950,98.83,33.83,2380,855,1716,0.4983,760,503,308,101,0,57,27080,321,5.393,3.691
1978-06-09T00:00:00,15,dv-dtn-reactive,1200,400,6.2100,98.67,30.25,2387,918,1742,0.5270,700,462,392,124,0,47,25763,374,5.567,4.087
1978-06-09T00:00:00,5,dv-dtn-link-state,1200,400,6.5950,98.83,28.50,2381,818,1739,0.4704,920,610,166,1,0,2,37078,0,3.078,2.403
1978-06-09T00:00:00,15,dv-dtn-link-state,1200,400,6.2100,98.67,32.33,2387,870,1770,0.4915,898,553,257,2,0,3,36396,0,3.198,2.626
1978-06-09T00:00:00,5,spray-4,1200,400,6.5950,98.83,0.00,2383,192,1541,0.1246,1349,NaN,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,15,spray-4,1200,400,6.2100,98.67,0.00,2383,160,1529,0.1046,1369,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,5,spray-16,1200,400,6.5950,98.83,0.00,2343,389,1574,0.2471,1185,NaN,NaN,NaN,NaN,9539,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,15,spray-16,1200,400,6.2100,98.67,0.00,2336,320,1553,0.2061,1233,NaN,NaN,NaN,NaN,9246,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,6,dv-dtn,1200,400,6.1017,96.25,96.33,2380,1423,1864,0.7634,319,579,746,121,1,1331,1036,183,7.136,4.840
1978-06-09T00:00:00,16,dv-dtn,1200,400,6.2058,96.83,98.58,2386,1455,1887,0.7711,334,527,832,98,0,1374,997,167,7.048,4.691
1978-06-09T00:00:00,6,dv-dtn-digest-batch,1200,400,6.1017,96.25,96.33,2382,2099,2204,0.9524,20,1878,0,83,2,201,1036,152,7.136,6.055
1978-06-09T00:00:00,16,dv-dtn-digest-batch,1200,400,6.2058,96.83,98.58,2386,2089,2179,0.9587,19,1870,0,64,7,100,997,139,7.048,5.967
1978-06-09T00:00:00,6,dv-dtn-reactive,1200,400,6.1017,96.25,28.33,2385,916,1757,0.5213,683,523,328,158,0,127,22151,440,5.779,4.053
1978-06-09T00:00:00,16,dv-dtn-reactive,1200,400,6.2058,96.83,29.42,2383,930,1714,0.5426,643,523,359,141,0,63,23011,273,5.743,4.311
1978-06-09T00:00:00,6,dv-dtn-link-state,1200,400,6.1017,96.25,33.17,2385,863,1798,0.4800,930,615,189,5,0,0,37126,0,3.147,2.454
