seed,nBalloons,ackPolicy,towerContact,meshHop,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,completionRate,meanTowerAdjacent,deliveryCeilingPerRound,slotsWithBundle,stallNoBelief,stallStaleNextHop
5,600,digest,4,2,800,3.3633,52.5000,43.1667,2380,980,1097,899,0,5,6,41,0.469349,14.9913,11.9930,41414,35457,70
11,600,digest,1,4,800,3.1500,9.5000,9.5000,2383,338,1626,323,0,0,0,171,0.172098,7.2475,1.4495,54639,52864,22
17,600,digest,1,8,800,3.0600,15.0000,15.0000,2379,548,1440,424,0,2,0,2593,0.275377,12.2400,2.4480,48929,45273,96
11,600,digest,1,8,800,3.1500,9.5000,9.5000,2383,338,1626,323,0,0,0,278,0.172098,7.2475,1.4495,54634,52864,22
5,600,digest,4,4,800,3.3633,52.5000,43.1667,2380,999,1080,918,0,4,5,50,0.478448,14.9913,11.9930,40806,35372,69
17,600,digest,4,1,800,3.0600,15.0000,15.0000,2379,507,1472,444,0,12,0,80,0.254646,12.2400,9.7920,49764,45495,110
11,600,digest,4,1,800,3.1500,9.5000,9.5000,2383,338,1627,325,0,0,0,8,0.172010,7.2475,5.7980,54942,52959,24
5,600,digest,4,8,800,3.3633,52.5000,43.1667,2380,1003,1076,920,0,4,5,97,0.480364,14.9913,11.9930,40728,35360,69
17,600,digest,4,2,800,3.0600,15.0000,15.0000,2379,601,1387,546,0,2,0,47,0.302010,12.2400,9.7920,48957,45339,99
11,600,digest,4,2,800,3.1500,9.5000,9.5000,2383,350,1615,336,0,0,0,30,0.178117,7.2475,5.7980,54588,52865,22
17,600,digest,4,4,800,3.0600,15.0000,15.0000,2379,618,1370,556,0,2,0,30,0.310553,12.2400,9.7920,48592,45271,97
11,600,digest,4,4,800,3.1500,9.5000,9.5000,2383,352,1613,336,0,0,0,66,0.179135,7.2475,5.7980,54500,52837,22
17,600,digest,4,8,800,3.0600,15.0000,15.0000,2379,620,1368,557,0,2,0,68,0.311558,12.2400,9.7920,48543,45273,96
11,600,digest,4,8,800,3.1500,9.5000,9.5000,2383,352,1613,336,0,0,0,103,0.179135,7.2475,5.7980,54494,52837,22
5,1200,source-routed,1,1,800,6.4717,97.7500,98.0000,4756,1960,1902,1572,340,214,4,6272,0.480392,28.7288,5.7458,33277,1514,116
17,1200,source-routed,1,1,800,6.2150,97.5000,97.5833,4764,1963,1925,1510,412,182,1,6145,0.482191,20.1412,4.0282,34994,2423,110
11,1200,source-routed,1,1,800,6.2142,98.7500,99.2500,4761,1784,2010,1337,405,242,4,5712,0.441584,21.0100,4.2020,36212,1268,63
5,1200,source-routed,1,2,800,6.4717,97.7500,98.0000,4752,2189,1711,1652,480,203,5,12549,0.532863,28.7288,5.7458,29782,1514,109
17,1200,source-routed,1,2,800,6.2150,97.5000,97.5833,4760,2154,1751,1571,531,171,3,13868,0.528071,20.1412,4.0282,31489,2430,100
11,1200,source-routed,1,2,800,6.2142,98.7500,99.2500,4759,1961,1818,1412,507,224,19,13241,0.487568,21.0100,4.2020,32029,1268,68
5,1200,source-routed,1,4,800,6.4717,97.7500,98.0000,4750,2330,1578,1675,599,194,4,23841,0.567462,28.7288,5.7458,28181,1514,102
17,1200,source-routed,1,4,800,6.2150,97.5000,97.5833,4756,2301,1608,1611,624,179,7,26606,0.561905,20.1412,4.0282,30080,2430,100
11,1200,source-routed,1,4,800,6.2142,98.7500,99.2500,4759,2057,1741,1394,610,212,34,26462,0.508655,21.0100,4.2020,30492,1268,61
5,1200,source-routed,1,8,800,6.4717,97.7500,98.0000,4753,2366,1558,1700,595,202,5,40638,0.572743,28.7288,5.7458,27912,1514,105
17,1200,source-routed,1,8,800,6.2150,97.5000,97.5833,4753,2308,1575,1598,643,195,12,44774,0.564303,20.1412,4.0282,29773,2436,98
11,1200,source-routed,1,8,800,6.2142,98.7500,99.2500,4756,2083,1677,1366,664,212,49,45723,0.518030,21.0100,4.2020,30037,1268,61
5,1200,source-routed,4,1,800,6.4717,97.7500,98.0000,4756,2423,1565,1612,745,205,1,4815,0.577730,28.7288,22.9830,31708,1514,111
17,1200,source-routed,4,1,800,6.2150,97.5000,97.5833,4767,2666,1338,1489,1112,165,0,4214,0.639482,20.1412,16.1130,33050,2424,107
11,1200,source-routed,4,1,800,6.2142,98.7500,99.2500,4763,2176,1687,1369,750,236,4,4638,0.530344,21.0100,16.8080,34809,1268,64
5,1200,source-routed,4,2,800,6.4717,97.7500,98.0000,4754,2968,1101,1652,1232,180,4,8154,0.697860,28.7288,22.9830,27053,1514,103
17,1200,source-routed,4,2,800,6.2150,97.5000,97.5833,4763,3409,760,1559,1770,137,4,6333,0.790951,20.1412,16.1130,27372,2428,97
11,1200,source-routed,4,2,800,6.2142,98.7500,99.2500,4764,2959,1014,1378,1503,192,24,8300,0.706374,21.0100,16.8080,29013,1268,54
5,1200,source-routed,4,4,800,6.4717,97.7500,98.0000,4754,3490,699,1640,1757,156,3,12812,0.802668,28.7288,22.9830,24593,1514,98
17,1200,source-routed,4,4,800,6.2150,97.5000,97.5833,4764,3893,430,1585,2216,134,6,8472,0.872283,20.1412,16.1130,24480,2428,88
11,1200,source-routed,4,4,800,6.2142,98.7500,99.2500,4763,3645,457,1411,2147,164,49,11201,0.844728,21.0100,16.8080,25788,1268,52
5,1200,source-routed,4,8,800,6.4717,97.7500,98.0000,4753,3801,441,1659,2043,139,9,18119,0.865831,28.7288,22.9830,23706,1514,94
17,1200,source-routed,4,8,800,6.2150,97.5000,97.5833,4763,4082,241,1594,2406,118,9,10936,0.917303,20.1412,16.1130,23659,2435,89
11,1200,source-routed,4,8,800,6.2142,98.7500,99.2500,4763,3890,261,1416,2394,142,68,14938,0.891997,21.0100,16.8080,24547,1268,46
5,1200,digest,1,1,800,6.4717,97.7500,98.0000,4758,2267,1635,1995,0,220,3,5934,0.549576,28.7288,5.7458,34392,1514,118
17,1200,digest,1,1,800,6.2150,97.5000,97.5833,4763,2226,1703,1910,0,183,0,6489,0.541342,20.1412,4.0282,36441,2423,110
11,1200,digest,1,1,800,6.2142,98.7500,99.2500,4763,2002,1792,1669,0,236,11,5978,0.495422,21.0100,4.2020,37730,1268,65
5,1200,digest,1,2,800,6.4717,97.7500,98.0000,4754,2588,1349,2186,0,207,5,12552,0.623765,28.7288,5.7458,31267,1514,107
17,1200,digest,1,2,800,6.2150,97.5000,97.5833,4761,2399,1533,2026,0,181,6,14918,0.582423,20.1412,4.0282,32941,2430,103
11,1200,digest,1,2,800,6.2142,98.7500,99.2500,4761,2105,1673,1688,0,226,25,15118,0.522462,21.0100,4.2020,33989,1268,65
5,1200,digest,1,4,800,6.4717,97.7500,98.0000,4753,2737,1190,2272,0,217,5,25072,0.659677,28.7288,5.7458,30165,1514,107
17,1200,digest,1,4,800,6.2150,97.5000,97.5833,4757,2441,1481,2063,0,188,9,30575,0.592620,20.1412,4.0282,31977,2430,104
11,1200,digest,1,4,800,6.2142,98.7500,99.2500,4757,2160,1595,1644,0,233,35,32433,0.536913,21.0100,4.2020,32891,1268,62
5,1200,digest,1,8,800,6.4717,97.7500,98.0000,4754,2797,1136,2295,0,219,6,43827,0.672679,28.7288,5.7458,29823,1514,108
17,1200,digest,1,8,800,6.2150,97.5000,97.5833,4754,2455,1457,2048,0,195,12,51866,0.596018,20.1412,4.0282,31561,2423,101
11,1200,digest,1,8,800,6.2142,98.7500,99.2500,4759,2192,1543,1698,0,239,49,55394,0.544867,21.0100,4.2020,32324,1268,64
5,1200,digest,4,1,800,6.4717,97.7500,98.0000,4758,2910,1159,2594,0,203,3,3938,0.680702,28.7288,22.9830,32323,1514,114
17,1200,digest,4,1,800,6.2150,97.5000,97.5833,4768,3286,843,2927,0,167,0,2995,0.764898,20.1412,16.1130,33339,2423,103
11,1200,digest,4,1,800,6.2142,98.7500,99.2500,4766,2796,1174,2393,0,219,8,3671,0.666190,21.0100,16.8080,35564,1268,58
5,1200,digest,4,2,800,6.4717,97.7500,98.0000,4757,3763,489,3384,0,159,5,4835,0.852129,28.7288,22.9830,27080,1514,102
17,1200,digest,4,2,800,6.2150,97.5000,97.5833,4767,4092,252,3710,0,131,4,2798,0.913597,20.1412,16.1130,26891,2433,88
11,1200,digest,4,2,800,6.2142,98.7500,99.2500,4765,3862,274,3276,0,191,46,4302,0.883147,21.0100,16.8080,28898,1268,53
5,1200,digest,4,4,800,6.4717,97.7500,98.0000,4759,4350,37,4007,0,142,7,1975,0.958995,28.7288,22.9830,23544,1514,99
17,1200,digest,4,4,800,6.2150,97.5000,97.5833,4769,4391,68,4115,0,108,12,1525,0.958943,20.1412,16.1130,24249,2423,76
11,1200,digest,4,4,800,6.2142,98.7500,99.2500,4765,4265,46,3778,0,156,65,1915,0.941086,21.0100,16.8080,24870,1268,46
5,1200,digest,4,8,800,6.4717,97.7500,98.0000,4759,4366,35,4035,0,138,8,3105,0.960194,28.7288,22.9830,23013,1514,98
17,1200,digest,4,8,800,6.2150,97.5000,97.5833,4770,4414,68,4128,0,99,12,2247,0.961028,20.1412,16.1130,23918,2423,75
11,1200,digest,4,8,800,6.2142,98.7500,99.2500,4765,4272,39,3767,0,150,73,3670,0.942214,21.0100,16.8080,24461,1268,45
5,2000,source-routed,1,1,800,10.6160,99.8000,99.8000,7926,4060,2450,3142,845,309,2,10740,0.595221,48.3500,9.6700,52060,280,53
17,2000,source-routed,1,1,800,10.2985,99.8000,99.9000,7924,3524,2961,2722,743,339,1,13389,0.516337,31.1038,6.2208,53063,352,61
11,2000,source-routed,1,1,800,10.2640,99.9500,99.9500,7929,3735,2729,2846,803,314,1,12940,0.550966,37.2437,7.4487,53085,194,57
5,2000,source-routed,1,2,800,10.6160,99.8000,99.8000,7925,4573,2033,3320,1137,260,3,20203,0.665745,48.3500,9.6700,45611,280,53
17,2000,source-routed,1,2,800,10.2985,99.8000,99.9000,7919,3737,2716,2799,868,357,2,28318,0.548591,31.1038,6.2208,48067,352,53
11,2000,source-routed,1,2,800,10.2640,99.9500,99.9500,7926,3983,2522,2978,923,265,3,26785,0.588070,37.2437,7.4487,47715,194,46
5,2000,source-routed,1,4,800,10.6160,99.8000,99.8000,7922,4899,1722,3373,1406,250,2,34673,0.712789,48.3500,9.6700,42580,280,52
17,2000,source-routed,1,4,800,10.2985,99.8000,99.9000,7917,3825,2605,2799,945,387,3,51388,0.560850,31.1038,6.2208,45913,352,52
11,2000,source-routed,1,4,800,10.2640,99.9500,99.9500,7923,4129,2382,2925,1102,276,2,48094,0.608190,37.2437,7.4487,45446,194,46
5,2000,source-routed,1,8,800,10.6160,99.8000,99.8000,7922,4997,1630,3422,1453,259,5,52033,0.725149,48.3500,9.6700,41642,280,49
17,2000,source-routed,1,8,800,10.2985,99.8000,99.9000,7915,3871,2534,2775,1006,401,3,81699,0.568512,31.1038,6.2208,45065,352,52
11,2000,source-routed,1,8,800,10.2640,99.9500,99.9500,7920,4159,2357,2953,1107,275,4,74717,0.612068,37.2437,7.4487,44495,194,49
5,2000,source-routed,4,1,800,10.6160,99.8000,99.8000,7929,4998,1723,3072,1821,300,2,7705,0.711662,48.3500,38.6800,48267,280,50
17,2000,source-routed,4,1,800,10.2985,99.8000,99.9000,7933,5118,1639,2680,2343,309,0,7489,0.724314,31.1038,24.8830,47074,352,53
11,2000,source-routed,4,1,800,10.2640,99.9500,99.9500,7934,5362,1492,2895,2336,289,1,6124,0.750560,37.2437,29.7950,46271,194,54
5,2000,source-routed,4,2,800,10.6160,99.8000,99.8000,7932,6224,703,3204,2892,247,5,9644,0.866973,48.3500,38.6800,38438,280,46
17,2000,source-routed,4,2,800,10.2985,99.8000,99.9000,7926,6200,760,2781,3291,267,0,11385,0.857894,31.1038,24.8830,38411,352,42
11,2000,source-routed,4,2,800,10.2640,99.9500,99.9500,7932,6396,701,2892,3364,224,2,9181,0.873413,37.2437,29.7950,37740,194,43
5,2000,source-routed,4,4,800,10.6160,99.8000,99.8000,7931,6965,189,3252,3552,201,3,9492,0.946589,48.3500,38.6800,33060,280,38
17,2000,source-routed,4,4,800,10.2985,99.8000,99.9000,7929,6816,320,2826,3861,210,4,14548,0.927347,31.1038,24.8830,33899,352,37
11,2000,source-routed,4,4,800,10.2640,99.9500,99.9500,7932,6869,351,2816,3908,200,3,13233,0.925367,37.2437,29.7950,34059,194,36
5,2000,source-routed,4,8,800,10.6160,99.8000,99.8000,7932,7143,75,3267,3724,186,3,10857,0.964358,48.3500,38.6800,31462,280,41
17,2000,source-routed,4,8,800,10.2985,99.8000,99.9000,7928,6999,228,2762,4103,202,1,20635,0.941992,31.1038,24.8830,32768,352,34
11,2000,source-routed,4,8,800,10.2640,99.9500,99.9500,7930,7039,216,2917,3988,192,7,17887,0.944325,37.2437,29.7950,32749,194,41
5,2000,digest,1,1,800,10.6160,99.8000,99.8000,7926,4575,2028,4081,0,294,3,11029,0.663043,48.3500,9.6700,54151,280,59
17,2000,digest,1,1,800,10.2985,99.8000,99.9000,7926,3720,2781,3304,0,343,1,14721,0.543462,31.1038,6.2208,55247,352,64
11,2000,digest,1,1,800,10.2640,99.9500,99.9500,7926,3963,2511,3539,0,320,1,14003,0.583223,37.2437,7.4487,54994,194,59
5,2000,digest,1,2,800,10.6160,99.8000,99.8000,7926,5080,1580,4519,0,259,3,21782,0.733892,48.3500,9.6700,47951,280,52
17,2000,digest,1,2,800,10.2985,99.8000,99.9000,7920,3890,2562,3444,0,381,1,31537,0.569213,31.1038,6.2208,50558,352,56
11,2000,digest,1,2,800,10.2640,99.9500,99.9500,7924,4205,2293,3752,0,293,3,29100,0.618928,37.2437,7.4487,49791,194,48
17,2000,digest,1,4,800,10.2985,99.8000,99.9000,7918,3950,2470,3435,0,408,3,57528,0.578246,31.1038,6.2208,48502,352,53
5,2000,digest,1,4,800,10.6160,99.8000,99.8000,7924,5364,1306,4730,0,275,3,39064,0.772021,48.3500,9.6700,45522,280,56
11,2000,digest,1,4,800,10.2640,99.9500,99.9500,7922,4293,2221,3812,0,300,3,53524,0.629749,37.2437,7.4487,47966,194,43
17,2000,digest,1,8,800,10.2985,99.8000,99.9000,7913,3968,2452,3455,0,400,8,91683,0.581136,31.1038,6.2208,47791,352,51
5,2000,digest,1,8,800,10.6160,99.8000,99.8000,7926,5463,1205,4843,0,296,4,59966,0.784013,48.3500,9.6700,44600,280,52
11,2000,digest,1,8,800,10.2640,99.9500,99.9500,7922,4347,2164,3834,0,316,5,84287,0.636270,37.2437,7.4487,47256,194,45
17,2000,digest,4,1,800,10.2985,99.8000,99.9000,7934,5860,1039,5355,0,301,1,6039,0.813776,31.1038,24.8830,47141,352,51
5,2000,digest,4,1,800,10.6160,99.8000,99.8000,7930,5883,1013,5402,0,276,3,5568,0.819930,48.3500,38.6800,48135,280,55
11,2000,digest,4,1,800,10.2640,99.9500,99.9500,7934,5969,1046,5524,0,282,2,4793,0.817783,37.2437,29.7950,46321,194,53
17,2000,digest,4,2,800,10.2985,99.8000,99.9000,7931,6870,316,6395,0,246,1,7125,0.924257,31.1038,24.8830,37294,352,37
5,2000,digest,4,2,800,10.6160,99.8000,99.8000,7933,7211,47,6701,0,201,6,3117,0.965975,48.3500,38.6800,36534,280,45
11,2000,digest,4,2,800,10.2640,99.9500,99.9500,7936,6909,312,6362,0,214,3,6709,0.928879,37.2437,29.7950,37567,194,43
17,2000,digest,4,4,800,10.2985,99.8000,99.9000,7930,7121,174,6657,0,202,1,10659,0.949720,31.1038,24.8830,33949,352,35
5,2000,digest,4,4,800,10.6160,99.8000,99.8000,7933,7434,8,6904,0,185,3,1507,0.974312,48.3500,38.6800,32331,280,41
11,2000,digest,4,4,800,10.2640,99.9500,99.9500,7935,7223,135,6688,0,182,5,8278,0.957323,37.2437,29.7950,34010,194,39
17,2000,digest,4,8,800,10.2985,99.8000,99.9000,7930,7159,143,6685,0,206,1,17398,0.953389,31.1038,24.8830,33488,352,32
5,2000,digest,4,8,800,10.6160,99.8000,99.8000,7933,7442,8,6931,0,183,2,2604,0.974722,48.3500,38.6800,31868,280,41
18,600,source-routed,1,1,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61675,61478,0
21,600,source-routed,1,1,800,2.9483,39.5000,49.6667,2388,657,1352,523,121,17,0,533,0.324284,13.9875,2.7975,42163,35313,55
18,600,source-routed,1,2,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61674,61478,0
21,600,source-routed,1,2,800,2.9483,39.5000,49.6667,2387,726,1309,575,132,8,0,973,0.355360,13.9875,2.7975,41255,35290,52
18,600,source-routed,1,4,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61674,61478,0
11,2000,digest,4,8,800,10.2640,99.9500,99.9500,7935,7251,107,6703,0,180,6,13911,0.961161,37.2437,29.7950,33592,194,37
21,600,source-routed,1,4,800,2.9483,39.5000,49.6667,2387,756,1281,597,142,6,0,2185,0.370044,13.9875,2.7975,40932,35290,50
18,600,source-routed,1,8,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61674,61478,0
21,600,source-routed,1,8,800,2.9483,39.5000,49.6667,2387,768,1271,597,149,6,1,4316,0.375367,13.9875,2.7975,40930,35290,50
18,600,source-routed,4,1,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61667,61478,0
21,600,source-routed,4,1,800,2.9483,39.5000,49.6667,2388,663,1351,522,125,17,0,523,0.326440,13.9875,11.1900,42083,35313,56
18,600,source-routed,4,2,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61666,61478,0
19,1200,digest,1,1,800,6.2017,98.2500,98.5000,4744,1919,1958,1625,0,202,1,7429,0.470343,17.7037,3.5408,36176,1476,86
21,600,source-routed,4,2,800,2.9483,39.5000,49.6667,2387,747,1292,569,155,10,0,967,0.364568,13.9875,11.1900,40996,35290,51
18,600,source-routed,4,4,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61666,61478,0
21,600,source-routed,4,4,800,2.9483,39.5000,49.6667,2387,829,1226,575,232,5,0,1898,0.402427,13.9875,11.1900,40582,35290,50
18,600,source-routed,4,8,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61666,61478,0
21,600,source-routed,4,8,800,2.9483,39.5000,49.6667,2387,872,1184,572,277,6,0,3365,0.422890,13.9875,11.1900,40486,35289,53
18,600,digest,1,1,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61676,61478,0
21,600,digest,1,1,800,2.9483,39.5000,49.6667,2388,780,1271,686,0,8,0,388,0.378825,13.9875,2.7975,42478,35313,55
18,600,digest,1,2,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61675,61478,0
19,1200,digest,1,2,800,6.2017,98.2500,98.5000,4742,2010,1874,1640,0,179,7,17435,0.493857,17.7037,3.5408,32773,1476,82
21,600,digest,1,2,800,2.9483,39.5000,49.6667,2388,798,1247,692,0,7,0,882,0.388889,13.9875,2.7975,41709,35290,53
18,600,digest,1,4,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61675,61478,0
21,600,digest,1,4,800,2.9483,39.5000,49.6667,2387,802,1243,681,0,7,1,2677,0.390648,13.9875,2.7975,41494,35290,51
18,600,digest,1,8,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,0.6598,61675,61478,0
21,600,digest,1,8,800,2.9483,39.5000,49.6667,2387,802,1244,682,0,7,1,5584,0.390458,13.9875,2.7975,41415,35290,51
18,600,digest,4,1,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61668,61478,0
19,1200,digest,1,4,800,6.2017,98.2500,98.5000,4741,2050,1831,1623,0,172,8,35834,0.504802,17.7037,3.5408,31923,1476,80
18,600,digest,4,2,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61667,61478,0
21,600,digest,4,1,800,2.9483,39.5000,49.6667,2388,789,1266,697,0,8,0,376,0.382453,13.9875,11.1900,42387,35313,55
18,600,digest,4,4,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61667,61478,0
21,600,digest,4,2,800,2.9483,39.5000,49.6667,2388,946,1137,788,0,6,0,569,0.452848,13.9875,11.1900,41450,35290,53
18,600,digest,4,8,800,2.9600,3.5000,3.5000,2384,83,1855,81,0,0,0,0,0.042828,3.2988,2.6390,61667,61478,0
21,600,digest,4,4,800,2.9483,39.5000,49.6667,2388,1057,1064,952,0,6,2,63,0.496477,13.9875,11.1900,40776,35290,50
19,1200,digest,1,8,800,6.2017,98.2500,98.5000,4740,2058,1814,1626,0,178,11,61292,0.506772,17.7037,3.5408,31569,1476,81
21,600,digest,4,8,800,2.9483,39.5000,49.6667,2388,1060,1061,957,0,6,2,147,0.497886,13.9875,11.1900,40686,35290,50
18,1200,source-routed,1,1,800,5.9933,97.5833,97.6667,4768,1721,2152,1322,368,148,0,7001,0.428003,19.4037,3.8807,37214,4013,112
19,1200,digest,4,1,800,6.2017,98.2500,98.5000,4746,2660,1347,2312,0,202,2,4964,0.631679,17.7037,14.1630,34008,1476,84
21,1200,source-routed,1,1,800,5.9117,98.3333,98.3333,4763,2204,1683,1687,475,215,1,5191,0.537168,18.5763,3.7153,35457,2950,91
18,1200,source-routed,1,2,800,5.9933,97.5833,97.6667,4764,1888,1999,1353,499,133,2,15510,0.469418,19.4037,3.8807,33961,4013,103
19,1200,digest,4,2,800,6.2017,98.2500,98.5000,4748,3536,635,3184,0,149,8,6951,0.817006,17.7037,14.1630,27749,1476,78
21,1200,source-routed,1,2,800,5.9117,98.3333,98.3333,4761,2377,1498,1667,663,218,10,12498,0.579332,18.5763,3.7153,32579,2950,86
18,1200,source-routed,1,4,800,5.9933,97.5833,97.6667,4762,1999,1888,1355,600,148,4,30241,0.494924,19.4037,3.8807,32568,4013,98
21,1200,source-routed,1,4,800,5.9117,98.3333,98.3333,4763,2483,1374,1649,782,221,14,23812,0.606794,18.5763,3.7153,31200,2950,86
19,1200,digest,4,4,800,6.2017,98.2500,98.5000,4748,4066,257,3699,0,123,13,5952,0.911864,17.7037,14.1630,24422,1476,74
18,1200,source-routed,1,8,800,5.9933,97.5833,97.6667,4761,2037,1833,1396,605,146,7,50100,0.506339,19.4037,3.8807,31978,4013,101
21,1200,source-routed,1,8,800,5.9117,98.3333,98.3333,4760,2499,1359,1658,792,212,21,39561,0.610853,18.5763,3.7153,30838,2950,84
19,1200,digest,4,8,800,6.2017,98.2500,98.5000,4749,4180,144,3775,0,119,12,10408,0.938272,17.7037,14.1630,24088,1476,73
18,1200,source-routed,4,1,800,5.9933,97.5833,97.6667,4770,2529,1449,1322,1156,128,0,5174,0.615928,19.4037,15.5230,35784,4013,108
21,1200,source-routed,4,1,800,5.9117,98.3333,98.3333,4766,2686,1316,1656,975,205,0,3512,0.638460,18.5763,14.8610,33404,2950,92
18,1200,source-routed,4,2,800,5.9933,97.5833,97.6667,4767,3306,810,1407,1836,109,5,7750,0.781560,19.4037,15.5230,29963,4013,93
21,1200,source-routed,4,2,800,5.9117,98.3333,98.3333,4763,3324,827,1657,1580,178,8,6146,0.766428,18.5763,14.8610,28482,2950,85
19,2000,source-routed,1,1,800,10.2020,100.0000,100.0000,7928,3674,2780,2845,767,333,2,13077,0.541170,33.9925,6.7985,53486,120,55
18,1200,source-routed,4,4,800,5.9933,97.5833,97.6667,4769,3696,527,1395,2232,93,6,12013,0.855160,19.4037,15.5230,27223,4013,94
21,1200,source-routed,4,4,800,5.9117,98.3333,98.3333,4762,3848,349,1652,2107,163,21,7180,0.878338,18.5763,14.8610,25455,2950,83
18,1200,source-routed,4,8,800,5.9933,97.5833,97.6667,4771,3794,474,1452,2274,94,6,19204,0.868590,19.4037,15.5230,26516,4013,92
21,1200,source-routed,4,8,800,5.9117,98.3333,98.3333,4763,4118,172,1651,2373,142,17,7411,0.925601,18.5763,14.8610,24269,2950,76
18,1200,digest,1,1,800,5.9933,97.5833,97.6667,4769,1904,1993,1581,0,151,0,7306,0.470356,19.4037,3.8807,38677,4013,114
19,2000,source-routed,1,2,800,10.2020,100.0000,100.0000,7924,3942,2534,2850,1016,325,2,26064,0.579450,33.9925,6.7985,47567,120,53
21,1200,digest,1,1,800,5.9117,98.3333,98.3333,4764,2417,1503,2108,0,220,1,6072,0.583675,18.5763,3.7153,37320,2950,91
18,1200,digest,1,2,800,5.9933,97.5833,97.6667,4763,2077,1827,1741,0,151,6,17399,0.511450,19.4037,3.8807,35858,4013,101
21,1200,digest,1,2,800,5.9117,98.3333,98.3333,4760,2613,1264,2137,0,228,11,14294,0.634840,18.5763,3.7153,34548,2950,93
18,1200,digest,1,4,800,5.9933,97.5833,97.6667,4764,2146,1749,1770,0,161,7,34262,0.528181,19.4037,3.8807,34481,4013,100
21,1200,digest,1,4,800,5.9117,98.3333,98.3333,4763,2643,1227,2137,0,221,20,29048,0.642909,18.5763,3.7153,33523,2950,91
19,2000,source-routed,1,4,800,10.2020,100.0000,100.0000,7918,4112,2392,2892,1142,323,3,47493,0.602050,33.9925,6.7985,45468,120,45
18,1200,digest,1,8,800,5.9933,97.5833,97.6667,4765,2172,1720,1794,0,166,9,57225,0.534055,19.4037,3.8807,34130,4013,100
21,1200,digest,1,8,800,5.9117,98.3333,98.3333,4762,2661,1217,2132,0,203,21,48747,0.648708,18.5763,3.7153,33368,2950,87
18,1200,digest,4,1,800,5.9933,97.5833,97.6667,4772,3164,954,2753,0,124,0,3631,0.745875,19.4037,15.5230,35864,4013,105
21,1200,digest,4,1,800,5.9117,98.3333,98.3333,4765,3182,969,2868,0,192,1,2578,0.732505,18.5763,14.8610,33756,2950,90
18,1200,digest,4,2,800,5.9933,97.5833,97.6667,4771,3778,505,3330,0,99,4,5526,0.861377,19.4037,15.5230,30016,4013,95
19,2000,source-routed,1,8,800,10.2020,100.0000,100.0000,7921,4152,2344,2909,1146,321,2,74466,0.608887,33.9925,6.7985,44371,120,45
21,1200,digest,4,2,800,5.9117,98.3333,98.3333,4765,4070,234,3675,0,161,14,2442,0.908685,18.5763,14.8610,28056,2950,83
18,1200,digest,4,4,800,5.9933,97.5833,97.6667,4771,3886,456,3497,0,89,6,10544,0.875817,19.4037,15.5230,27993,4013,96
21,1200,digest,4,4,800,5.9117,98.3333,98.3333,4766,4354,82,4058,0,129,18,387,0.950033,18.5763,14.8610,25086,2950,74
18,1200,digest,4,8,800,5.9933,97.5833,97.6667,4771,3884,458,3496,0,89,7,18724,0.875169,19.4037,15.5230,27658,4013,94
19,2000,source-routed,4,1,800,10.2020,100.0000,100.0000,7930,5334,1492,2758,2482,302,2,6698,0.748107,33.9925,27.1940,46882,120,52
21,1200,digest,4,8,800,5.9117,98.3333,98.3333,4766,4370,81,4068,0,121,15,917,0.952692,18.5763,14.8610,24729,2950,70
18,2000,source-routed,1,1,800,9.8640,99.8500,99.8500,7929,3301,3137,2494,735,324,0,13854,0.488169,29.4587,5.8918,54099,290,65
19,2000,source-routed,4,2,800,10.2020,100.0000,100.0000,7932,6407,663,2811,3472,240,2,7738,0.876231,33.9925,27.1940,37072,120,46
21,2000,source-routed,1,1,800,10.1295,99.7500,99.8000,7930,4224,2403,3244,882,297,2,11397,0.609876,35.0800,7.0160,52179,283,54
